condition,scenario,repetition,method,window_end,kappa_decline,sigma_growth,converged
baseline,stationary,25,SINDy-STLSQ,70.0,0.2224363122308186,0.022419429913662497,True
baseline,stationary,25,SINDy-STLSQ,78.0,0.8314149293390447,0.020729266735384416,True
baseline,stationary,26,Bayesian SINDy (spike-slab),30.0,-0.45943292856832935,-0.0002167901428161978,True
baseline,stationary,26,Bayesian SINDy (spike-slab),38.0,0.15805533405402164,-0.00458805020592179,True
baseline,stationary,26,Bayesian SINDy (spike-slab),46.0,0.15934969503329832,-0.019985232376283746,True
baseline,stationary,26,Bayesian SINDy (spike-slab),54.0,-0.09664803186269522,-0.03712062353504683,True
baseline,stationary,26,Bayesian SINDy (spike-slab),62.0,-0.38551989334298215,-0.032102303182980435,True
baseline,stationary,26,Bayesian SINDy (spike-slab),70.0,-0.9539616150390131,-0.036256484726036625,True
baseline,stationary,26,Bayesian SINDy (spike-slab),78.0,-0.7949806918704403,-0.035416078750002467,True
baseline,stationary,26,Kalman OU,30.0,-0.28473676477708754,0.011227178100784801,True
baseline,stationary,26,Kalman OU,38.0,0.35045303533401406,-0.032971033605735,True
baseline,stationary,26,Kalman OU,46.0,0.314156026054196,-0.026527026996522207,True
baseline,stationary,26,Kalman OU,54.0,0.2781427633958842,-0.03855388753876976,True
baseline,stationary,26,Kalman OU,62.0,-0.16882078739452422,-0.028155662029733325,True
baseline,stationary,26,Kalman OU,70.0,-0.7121031811510001,-0.02386669702558611,True
baseline,stationary,26,Kalman OU,78.0,-0.188211945251769,-0.06068623479980251,True
baseline,stationary,26,Latent Neural SDE (VI),30.0,0.1765209436416626,0.008011674201981345,True
baseline,stationary,26,Latent Neural SDE (VI),38.0,0.3538855314254761,-0.03483540464940152,True
baseline,stationary,26,Latent Neural SDE (VI),46.0,1.028007984161377,-0.07266435503862093,True
baseline,stationary,26,Latent Neural SDE (VI),54.0,1.0375604629516602,-0.05936152230033506,True
baseline,stationary,26,Latent Neural SDE (VI),62.0,0.4352554678916931,-0.011925203637110665,True
baseline,stationary,26,Latent Neural SDE (VI),70.0,-0.023296117782592773,-0.04498984402719575,True
baseline,stationary,26,Latent Neural SDE (VI),78.0,0.2204970121383667,-0.042694400175571995,True
baseline,stationary,26,Moment OU,30.0,-0.33303447672894626,0.01670780772226671,True
baseline,stationary,26,Moment OU,38.0,-0.052991480650156575,0.014658020217711953,True
baseline,stationary,26,Moment OU,46.0,0.2743446286598258,-0.02657853984417957,True
baseline,stationary,26,Moment OU,54.0,0.19848538383958148,-0.034052709808105375,True
baseline,stationary,26,Moment OU,62.0,-0.25884943083222234,-0.021608561980634156,True
baseline,stationary,26,Moment OU,70.0,-0.6181202912368869,-0.023937801150738874,True
baseline,stationary,26,Moment OU,78.0,-0.5049051892157529,-0.02427852978672354,True
baseline,stationary,26,Neural SDE (Euler),30.0,0.044980764389038086,0.011756577461286138,True
baseline,stationary,26,Neural SDE (Euler),38.0,0.28268933296203613,-0.02371891007113508,True
baseline,stationary,26,Neural SDE (Euler),46.0,0.9546321034431458,-0.0629880885365903,True
baseline,stationary,26,Neural SDE (Euler),54.0,0.9777988791465759,-0.06147725241554214,True
baseline,stationary,26,Neural SDE (Euler),62.0,0.36504125595092773,-0.013700467630883006,True
baseline,stationary,26,Neural SDE (Euler),70.0,-0.08402502536773682,-0.04305064409036993,True
baseline,stationary,26,Neural SDE (Euler),78.0,0.13192963600158691,-0.04295021153114009,True
baseline,stationary,26,SINDy-STLSQ,30.0,-0.12781922285049385,0.0038146821795813912,True
baseline,stationary,26,SINDy-STLSQ,38.0,-0.0906176188736848,-0.003619296820018214,True
baseline,stationary,26,SINDy-STLSQ,46.0,0.36814707853740514,-0.021252789624102764,True
baseline,stationary,26,SINDy-STLSQ,54.0,0.07946035477171576,-0.0368947867915114,True
baseline,stationary,26,SINDy-STLSQ,62.0,-0.006811157999502715,-0.03035327785998637,True
baseline,stationary,26,SINDy-STLSQ,70.0,-0.45391108159986315,-0.031265379744085386,True
baseline,stationary,26,SINDy-STLSQ,78.0,-0.37712616621548223,-0.033879444585628,True
baseline,stationary,27,Bayesian SINDy (spike-slab),30.0,-0.6969844568609442,0.020949931301580654,True
baseline,stationary,27,Bayesian SINDy (spike-slab),38.0,-0.179355495738724,0.009964810910998101,True
baseline,stationary,27,Bayesian SINDy (spike-slab),46.0,0.1901168748786014,0.010927361862343915,True
baseline,stationary,27,Bayesian SINDy (spike-slab),54.0,0.2762036672113769,0.02526396618299523,True
baseline,stationary,27,Bayesian SINDy (spike-slab),62.0,-0.7046724241198687,0.006353905938612986,True
baseline,stationary,27,Bayesian SINDy (spike-slab),70.0,-1.3127625190450616,0.014115460233241589,True
baseline,stationary,27,Bayesian SINDy (spike-slab),78.0,0.3426343188474563,0.042698210472111114,True
baseline,stationary,27,Kalman OU,30.0,0.009930120195210224,-0.028723249236811632,True
baseline,stationary,27,Kalman OU,38.0,0.5177893906413983,-0.05097842066800637,True
baseline,stationary,27,Kalman OU,46.0,0.7719203595003885,-0.026249182774636615,True
baseline,stationary,27,Kalman OU,54.0,0.7080174414951232,-0.04327737932430889,True
baseline,stationary,27,Kalman OU,62.0,0.2956773527036378,-0.05831772200691848,True
baseline,stationary,27,Kalman OU,70.0,-1.5783590282728257,0.05068815361343812,True
baseline,stationary,27,Kalman OU,78.0,0.815557576738467,-0.04051875549757747,True
baseline,stationary,27,Latent Neural SDE (VI),30.0,-1.3673580884933472,0.034743324536544884,True
baseline,stationary,27,Latent Neural SDE (VI),38.0,-1.0165168046951294,0.010716506730104547,True
baseline,stationary,27,Latent Neural SDE (VI),46.0,0.1327570676803589,-0.017225388945596498,True
baseline,stationary,27,Latent Neural SDE (VI),54.0,-0.5933524370193481,-0.01573238915657904,True
baseline,stationary,27,Latent Neural SDE (VI),62.0,-0.6989558935165405,-0.018281092955547057,True
baseline,stationary,27,Latent Neural SDE (VI),70.0,-2.381074070930481,-0.012274729026891362,True
baseline,stationary,27,Latent Neural SDE (VI),78.0,-0.28841233253479004,-0.00835291244814601,True
baseline,stationary,27,Moment OU,30.0,-1.144986738882016,0.05461981837837454,True
baseline,stationary,27,Moment OU,38.0,-0.2638215076908814,0.018623071315776035,True
baseline,stationary,27,Moment OU,46.0,0.1154882827730268,0.03389783841739466,True
baseline,stationary,27,Moment OU,54.0,-0.01177817493501121,0.0328095831302288,True
baseline,stationary,27,Moment OU,62.0,-0.8034572678876313,0.025267702657744,True
baseline,stationary,27,Moment OU,70.0,-1.747105409575174,0.057400430876743846,True
baseline,stationary,27,Moment OU,78.0,-0.41393544283305794,0.0709604073224735,True
baseline,stationary,27,Neural SDE (Euler),30.0,-1.2656433582305908,0.03730102481253411,True
baseline,stationary,27,Neural SDE (Euler),38.0,-1.0698552131652832,0.01965327819362464,True
baseline,stationary,27,Neural SDE (Euler),46.0,0.11699843406677246,-0.011107124783657524,True
baseline,stationary,27,Neural SDE (Euler),54.0,-0.6315853595733643,-0.01385682540518185,True
baseline,stationary,27,Neural SDE (Euler),62.0,-0.7238988876342773,-0.02004675303964429,True
baseline,stationary,27,Neural SDE (Euler),70.0,-2.1903390884399414,-0.016839447144741365,True
baseline,stationary,27,Neural SDE (Euler),78.0,-0.2629115581512451,-0.00784959865195875,True
baseline,stationary,27,SINDy-STLSQ,30.0,-0.351117978787405,0.022668380066499988,True
baseline,stationary,27,SINDy-STLSQ,38.0,-0.3578514263811463,0.011805833556556983,True
baseline,stationary,27,SINDy-STLSQ,46.0,0.17403745945764748,0.011788936513613013,True
baseline,stationary,27,SINDy-STLSQ,54.0,0.23157139704262164,0.023229860723531115,True
baseline,stationary,27,SINDy-STLSQ,62.0,-0.9603440727095689,0.00854356389893407,True
baseline,stationary,27,SINDy-STLSQ,70.0,-2.37867098298672,0.011377366467885786,True
baseline,stationary,27,SINDy-STLSQ,78.0,-0.8095701173342553,0.03180474535014821,True
baseline,stationary,28,Bayesian SINDy (spike-slab),30.0,-0.09597434647973391,-0.015818739674403365,True
baseline,stationary,28,Bayesian SINDy (spike-slab),38.0,-0.5606099310131555,-0.013305309084660905,True
baseline,stationary,28,Bayesian SINDy (spike-slab),46.0,0.8689177522016666,0.014400245029790315,True
baseline,stationary,28,Bayesian SINDy (spike-slab),54.0,0.6973946025690652,-0.002208265625910172,True
baseline,stationary,28,Bayesian SINDy (spike-slab),62.0,0.358052054605725,-0.02878117827222948,True
baseline,stationary,28,Bayesian SINDy (spike-slab),70.0,0.3207046009175982,0.00820023162198208,True
baseline,stationary,28,Bayesian SINDy (spike-slab),78.0,0.3100230341826731,0.011293478590292505,True
baseline,stationary,28,Kalman OU,30.0,-0.5048252359785643,0.010837774755451612,True
baseline,stationary,28,Kalman OU,38.0,-0.6932096107873318,0.003920486398642092,True
baseline,stationary,28,Kalman OU,46.0,0.12478250288546844,0.03794206552923174,True
baseline,stationary,28,Kalman OU,54.0,-0.056207051622984006,0.029358293013923925,True
baseline,stationary,28,Kalman OU,62.0,-0.30004042238592077,0.007402267511971372,True
baseline,stationary,28,Kalman OU,70.0,-0.48326668497849723,0.05001047743902623,True
baseline,stationary,28,Kalman OU,78.0,-0.237502837904636,0.04292260969767611,True
baseline,stationary,28,Latent Neural SDE (VI),30.0,-0.19772255420684814,0.001852299842052041,True
baseline,stationary,28,Latent Neural SDE (VI),38.0,-0.20535218715667725,-0.03184736927197723,True
baseline,stationary,28,Latent Neural SDE (VI),46.0,0.488277792930603,-0.012764034947815445,True
baseline,stationary,28,Latent Neural SDE (VI),54.0,0.221136212348938,0.03616331631975869,True
baseline,stationary,28,Latent Neural SDE (VI),62.0,0.10407066345214844,-0.0026819355450359017,True
baseline,stationary,28,Latent Neural SDE (VI),70.0,0.3715862035751343,0.05910236493768836,True
baseline,stationary,28,Latent Neural SDE (VI),78.0,0.16657483577728271,0.039629908986713674,True
baseline,stationary,28,Moment OU,30.0,-0.031582085694114026,-0.03552720542360077,True
baseline,stationary,28,Moment OU,38.0,-0.4880795722756144,-0.01861580859255141,True
baseline,stationary,28,Moment OU,46.0,0.5928266216687647,-0.016476104802607527,True
baseline,stationary,28,Moment OU,54.0,0.41410590695914784,-0.02637045589772971,True
baseline,stationary,28,Moment OU,62.0,0.17154733260355548,-0.04868107871965302,True
baseline,stationary,28,Moment OU,70.0,0.02227091539527004,-0.006459981570125478,True
baseline,stationary,28,Moment OU,78.0,0.14793938478227298,-0.000879417532727661,True
baseline,stationary,28,Neural SDE (Euler),30.0,-0.2279607057571411,-0.0010685433977853653,True
baseline,stationary,28,Neural SDE (Euler),38.0,-0.24398207664489746,-0.03490735720352495,True
baseline,stationary,28,Neural SDE (Euler),46.0,0.5080564022064209,-0.025047444248186584,True
baseline,stationary,28,Neural SDE (Euler),54.0,0.29143524169921875,0.03584598031274,True
baseline,stationary,28,Neural SDE (Euler),62.0,0.13134396076202393,-0.0018092779434514261,True
baseline,stationary,28,Neural SDE (Euler),70.0,0.3148488998413086,0.06324415592519639,True
baseline,stationary,28,Neural SDE (Euler),78.0,0.46995580196380615,0.04230411260692446,True
baseline,stationary,28,SINDy-STLSQ,30.0,-0.7264914574371033,-0.021628729297696547,True
baseline,stationary,28,SINDy-STLSQ,38.0,-0.27402085806720233,-0.01265268769148184,True
baseline,stationary,28,SINDy-STLSQ,46.0,0.8461935455925315,0.010721548285212795,True
baseline,stationary,28,SINDy-STLSQ,54.0,0.38588807257841307,-0.006067771495919472,True
baseline,stationary,28,SINDy-STLSQ,62.0,0.2581799437800516,-0.03116966177281824,True
baseline,stationary,28,SINDy-STLSQ,70.0,0.29871659702293774,0.0056473553293077405,True
baseline,stationary,28,SINDy-STLSQ,78.0,0.6523474108350906,0.008136266671504161,True
baseline,stationary,29,Bayesian SINDy (spike-slab),30.0,-0.17743604025025184,-0.00530580753556345,True
baseline,stationary,29,Bayesian SINDy (spike-slab),38.0,-0.9965511003988996,-0.023691207779018786,True
baseline,stationary,29,Bayesian SINDy (spike-slab),46.0,-0.84917179085392,0.012173970549860497,True
baseline,stationary,29,Bayesian SINDy (spike-slab),54.0,-0.6527446597426725,0.017684977685710784,True
baseline,stationary,29,Bayesian SINDy (spike-slab),62.0,-0.5423595470795972,0.008783172787923121,True
baseline,stationary,29,Bayesian SINDy (spike-slab),70.0,-1.0903616445613624,0.005939712551975146,True
baseline,stationary,29,Bayesian SINDy (spike-slab),78.0,-0.7587853719092272,0.028928727933988707,True
baseline,stationary,29,Kalman OU,30.0,-0.09865193328953814,0.006993259676014579,True
baseline,stationary,29,Kalman OU,38.0,-1.212503183621545,0.03200449872780081,True
baseline,stationary,29,Kalman OU,46.0,-1.0210734370733192,0.06873277085303431,True
baseline,stationary,29,Kalman OU,54.0,-1.0213312860766064,0.07106940383854352,True
baseline,stationary,29,Kalman OU,62.0,-0.6875504588479284,0.03364592843660749,True
baseline,stationary,29,Kalman OU,70.0,-0.763368102966896,-0.0022379593633516937,True
baseline,stationary,29,Kalman OU,78.0,-0.6287138755468002,0.038593849054320783,True
baseline,stationary,29,Latent Neural SDE (VI),30.0,-0.16700628399848938,0.0003375304869928375,True
baseline,stationary,29,Latent Neural SDE (VI),38.0,-0.9083448946475983,0.010692139756849683,True
baseline,stationary,29,Latent Neural SDE (VI),46.0,-1.4740430414676666,0.0393099988679472,True
baseline,stationary,29,Latent Neural SDE (VI),54.0,-0.7942775785923004,0.0552503370532656,True
baseline,stationary,29,Latent Neural SDE (VI),62.0,-0.7023502886295319,0.03125310668488651,True
baseline,stationary,29,Latent Neural SDE (VI),70.0,-0.8876749575138092,0.03903959642788182,True
baseline,stationary,29,Latent Neural SDE (VI),78.0,-0.6283213198184967,0.0609353067972688,True
baseline,stationary,29,Moment OU,30.0,-0.09626038550676941,-0.00020844338345649138,True
baseline,stationary,29,Moment OU,38.0,-0.8320677674864245,-0.011531467793756578,True
baseline,stationary,29,Moment OU,46.0,-0.713746272382886,0.029022473679217453,True
baseline,stationary,29,Moment OU,54.0,-0.7649941298086775,0.03417897932422542,True
baseline,stationary,29,Moment OU,62.0,-0.6239510394838064,0.018643890360697996,True
baseline,stationary,29,Moment OU,70.0,-1.6697064619409192,0.05983909189617723,True
baseline,stationary,29,Moment OU,78.0,-0.7701081263061944,0.04748987304824415,True
baseline,stationary,29,Neural SDE (Euler),30.0,-0.15804904699325562,0.009232250563122324,True
baseline,stationary,29,Neural SDE (Euler),38.0,-0.8582755923271179,0.003924011689950435,True
baseline,stationary,29,Neural SDE (Euler),46.0,-1.4503957629203796,0.042078536752929246,True
baseline,stationary,29,Neural SDE (Euler),54.0,-0.76978999376297,0.0542227893872074,True
baseline,stationary,29,Neural SDE (Euler),62.0,-0.6023158431053162,0.028380189496938102,True
baseline,stationary,29,Neural SDE (Euler),70.0,-0.8010181784629822,0.035355643259222136,True
baseline,stationary,29,Neural SDE (Euler),78.0,-0.699528157711029,0.05716165980791649,True
baseline,stationary,29,SINDy-STLSQ,30.0,0.7901076676224239,-0.0032902758500338025,True
baseline,stationary,29,SINDy-STLSQ,38.0,-0.03983645860726026,-0.017386344028665318,True
baseline,stationary,29,SINDy-STLSQ,46.0,-0.7375931469834699,0.01850022354075584,True
baseline,stationary,29,SINDy-STLSQ,54.0,-0.4248863699065354,0.022804780064905633,True
baseline,stationary,29,SINDy-STLSQ,62.0,0.11224802498502628,0.01330433440540077,True
baseline,stationary,29,SINDy-STLSQ,70.0,0.631713168164416,0.015063339020671362,True
baseline,stationary,29,SINDy-STLSQ,78.0,-0.38852325546523814,0.0349265611491221,True
baseline,stationary,30,Bayesian SINDy (spike-slab),30.0,0.14745316549605045,0.0008934534102520708,True
baseline,stationary,30,Bayesian SINDy (spike-slab),38.0,0.20112262793347802,0.010847718297780279,True
baseline,stationary,30,Bayesian SINDy (spike-slab),46.0,-0.7888165238436395,0.03825419683947123,True
baseline,stationary,30,Bayesian SINDy (spike-slab),54.0,-2.025245346554789,0.017285542266562065,True
baseline,stationary,30,Bayesian SINDy (spike-slab),62.0,-1.3209970102117137,0.02463943786506259,True
baseline,stationary,30,Bayesian SINDy (spike-slab),70.0,0.3060196077843052,0.04758216498725218,True
baseline,stationary,30,Bayesian SINDy (spike-slab),78.0,0.23384546068942597,0.026178571643842213,True
baseline,stationary,30,Kalman OU,30.0,0.25386229028042107,-0.012723547531676899,True
baseline,stationary,30,Kalman OU,38.0,0.25036260080793604,-0.021586600938009265,True
baseline,stationary,30,Kalman OU,46.0,0.2540804590555791,-0.05025629746505314,True
baseline,stationary,30,Kalman OU,54.0,-1.0765255139409267,-0.004052323563669441,True
baseline,stationary,30,Kalman OU,62.0,-1.1047011123393005,0.06210604188193425,True
baseline,stationary,30,Kalman OU,70.0,0.2542298933900481,0.046784467890471665,True
baseline,stationary,30,Kalman OU,78.0,0.047515120676537625,0.02757349323972122,True
baseline,stationary,30,Latent Neural SDE (VI),30.0,0.47736912965774536,-0.012193265774992523,True
baseline,stationary,30,Latent Neural SDE (VI),38.0,0.23218834400177002,0.005754265395089914,True
baseline,stationary,30,Latent Neural SDE (VI),46.0,-1.3750165700912476,0.04869981081032454,True
baseline,stationary,30,Latent Neural SDE (VI),54.0,-2.69186532497406,0.03000071250175171,True
baseline,stationary,30,Latent Neural SDE (VI),62.0,-1.8985177278518677,0.017600813220374656,True
baseline,stationary,30,Latent Neural SDE (VI),70.0,0.46514737606048584,0.02878425382018282,True
baseline,stationary,30,Latent Neural SDE (VI),78.0,-1.2252002954483032,0.01725108537002154,True
baseline,stationary,30,Moment OU,30.0,0.18982043699992235,-0.0040651057335385765,True
baseline,stationary,30,Moment OU,38.0,0.07045272805796376,0.007186655334672637,True
baseline,stationary,30,Moment OU,46.0,-0.6962433778959183,0.05992252614462468,True
baseline,stationary,30,Moment OU,54.0,-1.9819678653424226,0.06560688165940831,True
baseline,stationary,30,Moment OU,62.0,-1.3472483563483202,0.07293511933581165,True
baseline,stationary,30,Moment OU,70.0,0.2623172652505532,0.04294724631423552,True
baseline,stationary,30,Moment OU,78.0,0.11499626032825083,0.020209780195745236,True
baseline,stationary,30,Neural SDE (Euler),30.0,0.28754979372024536,-0.007266386381372447,True
baseline,stationary,30,Neural SDE (Euler),38.0,-0.09133535623550415,0.00439014037689317,True
baseline,stationary,30,Neural SDE (Euler),46.0,-1.6924205422401428,0.04642332662023005,True
baseline,stationary,30,Neural SDE (Euler),54.0,-2.860699236392975,0.025740662014656496,True
baseline,stationary,30,Neural SDE (Euler),62.0,-2.1567664742469788,0.013591092964623769,True
baseline,stationary,30,Neural SDE (Euler),70.0,0.18358224630355835,0.019715260376366006,True
baseline,stationary,30,Neural SDE (Euler),78.0,-1.8139403462409973,0.0029868768050907712,True
baseline,stationary,30,SINDy-STLSQ,30.0,0.5719487375218186,0.00027651811649506697,True
baseline,stationary,30,SINDy-STLSQ,38.0,-0.3394913231382666,0.009527572202462586,True
baseline,stationary,30,SINDy-STLSQ,46.0,-1.4599729050580363,0.039607970732635694,True
baseline,stationary,30,SINDy-STLSQ,54.0,-2.6070584211071486,0.01758515808197006,True
baseline,stationary,30,SINDy-STLSQ,62.0,-2.3073395025733987,0.02683166102996054,True
baseline,stationary,30,SINDy-STLSQ,70.0,-0.025529243717512418,0.045035513972503355,True
baseline,stationary,30,SINDy-STLSQ,78.0,-0.4156325775614085,0.023654309712060895,True
baseline,stationary,31,Bayesian SINDy (spike-slab),30.0,-0.038784121608655076,-0.012857893521234814,True
baseline,stationary,31,Bayesian SINDy (spike-slab),38.0,0.8870740508676533,-0.02107989645330957,True
baseline,stationary,31,Bayesian SINDy (spike-slab),46.0,0.9619020657454653,-0.010114213669343786,True
baseline,stationary,31,Bayesian SINDy (spike-slab),54.0,0.29430092672743347,-0.003159744028454703,True
baseline,stationary,31,Bayesian SINDy (spike-slab),62.0,-0.8916358580613135,-0.012218146893687248,True
baseline,stationary,31,Bayesian SINDy (spike-slab),70.0,-0.48626942556046737,-0.012940000272565616,True
baseline,stationary,31,Bayesian SINDy (spike-slab),78.0,-0.3481055509609823,-0.02300365739131313,True
baseline,stationary,31,Kalman OU,30.0,-0.1354795697430129,0.0015444926936402092,True
baseline,stationary,31,Kalman OU,38.0,0.6155036464049245,-0.025768098931951422,True
baseline,stationary,31,Kalman OU,46.0,0.8307770545262572,-0.014888368425183957,True
baseline,stationary,31,Kalman OU,54.0,0.2375745242750924,-0.00426962325568736,True
baseline,stationary,31,Kalman OU,62.0,0.1687894233985574,-0.02175944871346247,True
baseline,stationary,31,Kalman OU,70.0,0.05115305257311231,-0.0416684768981484,True
baseline,stationary,31,Kalman OU,78.0,-0.41110627523255605,-0.0037138523641363497,True
baseline,stationary,31,Latent Neural SDE (VI),30.0,-0.2427459955215454,-0.01722616791525544,True
baseline,stationary,31,Latent Neural SDE (VI),38.0,0.8405323624610901,-0.04725005868193477,True
baseline,stationary,31,Latent Neural SDE (VI),46.0,0.8643108606338501,-0.04172109374619409,True
baseline,stationary,31,Latent Neural SDE (VI),54.0,-0.7364883422851562,-0.03373543071576998,True
baseline,stationary,31,Latent Neural SDE (VI),62.0,-1.3579881191253662,-0.014644106583331457,True
baseline,stationary,31,Latent Neural SDE (VI),70.0,-0.0530245304107666,-0.011294387763563146,True
baseline,stationary,31,Latent Neural SDE (VI),78.0,-0.4769752025604248,-0.03736562566328713,True
baseline,stationary,31,Moment OU,30.0,-0.050606361816441625,-0.011094454789270458,True
baseline,stationary,31,Moment OU,38.0,0.6843984232617669,-0.041588740951054276,True
baseline,stationary,31,Moment OU,46.0,0.4466222712836321,0.012748449436653209,True
baseline,stationary,31,Moment OU,54.0,0.24272324460111916,-0.008145747982008872,True
baseline,stationary,31,Moment OU,62.0,-1.0309671286022153,0.044889894489104104,True
baseline,stationary,31,Moment OU,70.0,-0.4111505376479261,-0.0022485222641855374,True
baseline,stationary,31,Moment OU,78.0,-0.18998283106114844,-0.022465894339783438,True
baseline,stationary,31,Neural SDE (Euler),30.0,-0.22762179374694824,-0.01813424824069726,True
baseline,stationary,31,Neural SDE (Euler),38.0,0.9103380441665649,-0.04483308935286401,True
baseline,stationary,31,Neural SDE (Euler),46.0,0.7580264806747437,-0.03134789359011031,True
baseline,stationary,31,Neural SDE (Euler),54.0,-0.7618753910064697,-0.03540572708438197,True
baseline,stationary,31,Neural SDE (Euler),62.0,-1.3126373291015625,-0.016500650481725943,True
baseline,stationary,31,Neural SDE (Euler),70.0,-0.10780525207519531,-0.010329611517957055,True
baseline,stationary,31,Neural SDE (Euler),78.0,-0.35752367973327637,-0.04074761244122818,True
baseline,stationary,31,SINDy-STLSQ,30.0,-0.24908907062931673,-0.013294694678409519,True
baseline,stationary,31,SINDy-STLSQ,38.0,0.6900268864960485,-0.020800233259237355,True
baseline,stationary,31,SINDy-STLSQ,46.0,0.9160296433588461,-0.008474697150994442,True
baseline,stationary,31,SINDy-STLSQ,54.0,-0.6424025615074433,-0.010573873024830316,True
baseline,stationary,31,SINDy-STLSQ,62.0,-0.8998118774317614,-0.007921124679461738,True
baseline,stationary,31,SINDy-STLSQ,70.0,0.06530491328131371,-0.01026269224747589,True
baseline,stationary,31,SINDy-STLSQ,78.0,-0.3369038219023046,-0.0206187044947099,True
baseline,stationary,32,Bayesian SINDy (spike-slab),30.0,-0.07467056332290362,-0.01637086803702656,True
baseline,stationary,32,Bayesian SINDy (spike-slab),38.0,-0.23360899707869934,-0.03958850258996399,True
baseline,stationary,32,Bayesian SINDy (spike-slab),46.0,-0.07018000092269114,-0.03411961523011148,True
baseline,stationary,32,Bayesian SINDy (spike-slab),54.0,-0.1815823484384317,-0.003152444438047325,True
baseline,stationary,32,Bayesian SINDy (spike-slab),62.0,-0.32089746940270825,-0.02173163562707156,True
baseline,stationary,32,Bayesian SINDy (spike-slab),70.0,-0.3350230971737026,-0.012329992333210915,True
baseline,stationary,32,Bayesian SINDy (spike-slab),78.0,-0.3845411534822254,0.0035659400081825,True
baseline,stationary,32,Kalman OU,30.0,-0.21553691338251285,0.014418158775494294,True
baseline,stationary,32,Kalman OU,38.0,-0.22845185333201085,-0.026281230937280603,True
baseline,stationary,32,Kalman OU,46.0,-0.1322548579207224,-0.03082676247739688,True
baseline,stationary,32,Kalman OU,54.0,-0.20388801227714964,0.003869572766753121,True
baseline,stationary,32,Kalman OU,62.0,-0.18416038071930257,-0.022550200742568804,True
baseline,stationary,32,Kalman OU,70.0,-0.2456366408718374,-0.008890765467388734,True
baseline,stationary,32,Kalman OU,78.0,-0.5633033692433387,0.022993911648234527,True
baseline,stationary,32,Latent Neural SDE (VI),30.0,-0.1196976900100708,-0.007362611870961627,True
baseline,stationary,32,Latent Neural SDE (VI),38.0,-1.5856741070747375,-0.04336910592322182,True
baseline,stationary,32,Latent Neural SDE (VI),46.0,-1.3921539187431335,-0.03663024778400786,True
baseline,stationary,32,Latent Neural SDE (VI),54.0,-0.28877705335617065,0.03004892213532734,True
baseline,stationary,32,Latent Neural SDE (VI),62.0,-0.4040793776512146,0.0014344992784588728,True
baseline,stationary,32,Latent Neural SDE (VI),70.0,-0.2945266366004944,0.007309784176799061,True
baseline,stationary,32,Latent Neural SDE (VI),78.0,-0.7845428586006165,0.016440906637069597,True
baseline,stationary,32,Moment OU,30.0,-0.21328427464310395,-0.005218152684759836,True
baseline,stationary,32,Moment OU,38.0,-0.21533598948054178,-0.041401002161461864,True
baseline,stationary,32,Moment OU,46.0,-0.3016094269329891,-0.02603086149478609,True
baseline,stationary,32,Moment OU,54.0,-0.20221128822702839,-0.0012056104580180638,True
baseline,stationary,32,Moment OU,62.0,-0.2840777844098533,-0.018597240359990497,True
baseline,stationary,32,Moment OU,70.0,-0.2712300817523683,-0.011648818829486679,True
baseline,stationary,32,Moment OU,78.0,-0.9674464180201677,0.03664677732327529,True
baseline,stationary,32,Neural SDE (Euler),30.0,-0.08719569444656372,-0.019499256646090507,True
baseline,stationary,32,Neural SDE (Euler),38.0,-1.7630441188812256,-0.05290858772162241,True
baseline,stationary,32,Neural SDE (Euler),46.0,-1.5361533164978027,-0.06186939792744589,True
baseline,stationary,32,Neural SDE (Euler),54.0,-0.25746476650238037,0.023003405920476477,True
baseline,stationary,32,Neural SDE (Euler),62.0,-0.3020530343055725,-0.002449952070204542,True
baseline,stationary,32,Neural SDE (Euler),70.0,-0.2500407099723816,-0.002188439779529344,True
baseline,stationary,32,Neural SDE (Euler),78.0,-0.6800930500030518,0.0023645980526484645,True
baseline,stationary,32,SINDy-STLSQ,30.0,-0.9986552992649773,-0.019252804312164945,True
baseline,stationary,32,SINDy-STLSQ,38.0,-2.163057006987527,-0.047453175476718124,True
baseline,stationary,32,SINDy-STLSQ,46.0,-0.8776605671885418,-0.03461879446959404,True
baseline,stationary,32,SINDy-STLSQ,54.0,-0.8228968521646849,-0.0049970293843651925,True
baseline,stationary,32,SINDy-STLSQ,62.0,-0.035200437885698765,-0.02144084427214049,True
baseline,stationary,32,SINDy-STLSQ,70.0,-0.43744150357271855,-0.01343566398086496,True
baseline,stationary,32,SINDy-STLSQ,78.0,-1.256442110597955,0.00019347435205788188,True
baseline,stationary,33,Bayesian SINDy (spike-slab),30.0,0.28754583761423064,0.003188245386034072,True
baseline,stationary,33,Bayesian SINDy (spike-slab),38.0,-0.1524177688767761,-0.0006436351327530343,True
baseline,stationary,33,Bayesian SINDy (spike-slab),46.0,-0.6070087548294598,-0.0010984138514587016,True
baseline,stationary,33,Bayesian SINDy (spike-slab),54.0,-0.9866829326751845,-0.01311510941923108,True
baseline,stationary,33,Bayesian SINDy (spike-slab),62.0,-0.07782313795232537,-0.0072140883686251656,True
baseline,stationary,33,Bayesian SINDy (spike-slab),70.0,0.3450982478702488,0.009453730599815968,True
baseline,stationary,33,Bayesian SINDy (spike-slab),78.0,-0.1256161056314285,0.026235008210516775,True
