condition,scenario,repetition,method,window_end,kappa_decline,sigma_growth,converged
baseline,stationary,5,Moment OU,54.0,0.8672786416863698,-0.0559465847429205,True
baseline,stationary,5,Moment OU,62.0,1.5875940588858186,-0.10383514479232792,True
baseline,stationary,5,Moment OU,70.0,1.7219068676657718,-0.09821084433935351,True
baseline,stationary,5,Moment OU,78.0,1.5799905953213684,-0.10387080033269827,True
baseline,stationary,5,Neural SDE (Euler),30.0,0.48116207122802734,-0.016108373586593838,True
baseline,stationary,5,Neural SDE (Euler),38.0,0.954541027545929,-0.021379903722464427,True
baseline,stationary,5,Neural SDE (Euler),46.0,0.4672642946243286,-0.011932086113934315,True
baseline,stationary,5,Neural SDE (Euler),54.0,0.5318417549133301,-0.001370020317387921,True
baseline,stationary,5,Neural SDE (Euler),62.0,0.37787187099456787,-0.039063886054457236,True
baseline,stationary,5,Neural SDE (Euler),70.0,1.3480963706970215,-0.07153798742926742,True
baseline,stationary,5,Neural SDE (Euler),78.0,-0.576509952545166,-0.06508212060540641,True
baseline,stationary,5,SINDy-STLSQ,30.0,1.0278513979836221,-0.015097388760856256,True
baseline,stationary,5,SINDy-STLSQ,38.0,1.8175955472727299,-0.01853868701516198,True
baseline,stationary,5,SINDy-STLSQ,46.0,1.7362505202946568,-0.019853695952316647,True
baseline,stationary,5,SINDy-STLSQ,54.0,1.3933138902144213,-0.031552064672069335,True
baseline,stationary,5,SINDy-STLSQ,62.0,1.0049806264231473,-0.05299083369304455,True
baseline,stationary,5,SINDy-STLSQ,70.0,1.3339632352779918,-0.045308635370703204,True
baseline,stationary,5,SINDy-STLSQ,78.0,0.8083666869918091,-0.0522695219271955,True
baseline,stationary,6,Bayesian SINDy (spike-slab),30.0,-0.5148949161017886,0.000406969890299147,True
baseline,stationary,6,Bayesian SINDy (spike-slab),38.0,0.45954987069806297,-0.003305801206686887,True
baseline,stationary,6,Bayesian SINDy (spike-slab),46.0,1.2357915160402573,0.0021159607574744166,True
baseline,stationary,6,Bayesian SINDy (spike-slab),54.0,1.339340609091338,0.008588948135863222,True
baseline,stationary,6,Bayesian SINDy (spike-slab),62.0,0.66854849156227,0.001170982603824422,True
baseline,stationary,6,Bayesian SINDy (spike-slab),70.0,0.4943488599637812,-0.01769022587529928,True
baseline,stationary,6,Bayesian SINDy (spike-slab),78.0,0.7686455587078862,-0.004309497360613618,True
baseline,stationary,6,Kalman OU,30.0,-0.5267935177726901,0.01657801482735266,True
baseline,stationary,6,Kalman OU,38.0,0.6683520894612993,-0.015523469269446533,True
baseline,stationary,6,Kalman OU,46.0,1.1079021790418362,-0.0376390331207582,True
baseline,stationary,6,Kalman OU,54.0,1.3045145216941716,-0.05212484262645756,True
baseline,stationary,6,Kalman OU,62.0,0.7921654910873464,-0.04220400848541908,True
baseline,stationary,6,Kalman OU,70.0,0.6897221756565175,-0.036753579684277754,True
baseline,stationary,6,Kalman OU,78.0,1.0721665118573935,-0.07131826418426235,True
baseline,stationary,6,Latent Neural SDE (VI),30.0,0.011986732482910156,0.0022606884292092344,True
baseline,stationary,6,Latent Neural SDE (VI),38.0,0.3695528507232666,-0.00025363827148397466,True
baseline,stationary,6,Latent Neural SDE (VI),46.0,0.9183951616287231,-0.006048992583803647,True
baseline,stationary,6,Latent Neural SDE (VI),54.0,0.8460444211959839,0.016334027269317458,True
baseline,stationary,6,Latent Neural SDE (VI),62.0,-0.3700692653656006,-0.0005962742971764301,True
baseline,stationary,6,Latent Neural SDE (VI),70.0,1.4703305959701538,-0.011821822047425073,True
baseline,stationary,6,Latent Neural SDE (VI),78.0,1.1176226139068604,-0.02781837418015376,True
baseline,stationary,6,Moment OU,30.0,-0.5376532805434917,0.017810946548726003,True
baseline,stationary,6,Moment OU,38.0,0.3191608740332139,0.0037005692465416073,True
baseline,stationary,6,Moment OU,46.0,0.9539110161862836,-0.024581412973202404,True
baseline,stationary,6,Moment OU,54.0,0.9820164846803981,-0.012031602996132984,True
baseline,stationary,6,Moment OU,62.0,0.36701176034882055,-0.005526236608511453,True
baseline,stationary,6,Moment OU,70.0,0.46682774240078095,-0.02357885836987511,True
baseline,stationary,6,Moment OU,78.0,0.5013544940533718,-0.011858539636149468,True
baseline,stationary,6,Neural SDE (Euler),30.0,0.08741402626037598,0.00029812997017902854,True
baseline,stationary,6,Neural SDE (Euler),38.0,0.33191490173339844,0.0026029943361527696,True
baseline,stationary,6,Neural SDE (Euler),46.0,0.7753646373748779,8.392667927903386e-06,True
baseline,stationary,6,Neural SDE (Euler),54.0,0.6617330312728882,0.015854391717239152,True
baseline,stationary,6,Neural SDE (Euler),62.0,-0.406954288482666,0.000662556274059839,True
baseline,stationary,6,Neural SDE (Euler),70.0,1.412253737449646,-0.015692344696787763,True
baseline,stationary,6,Neural SDE (Euler),78.0,1.0973491668701172,-0.022957935110652194,True
baseline,stationary,6,SINDy-STLSQ,30.0,-0.04232950780854683,0.005333507672756255,True
baseline,stationary,6,SINDy-STLSQ,38.0,0.4156609602722685,-0.000474240709877255,True
baseline,stationary,6,SINDy-STLSQ,46.0,0.6253755941148507,0.000264774271611562,True
baseline,stationary,6,SINDy-STLSQ,54.0,0.44634142628848283,0.006213454911388777,True
baseline,stationary,6,SINDy-STLSQ,62.0,-0.1758176558916893,-0.0001075133441855447,True
baseline,stationary,6,SINDy-STLSQ,70.0,1.0482402339162091,-0.018417815831801382,True
baseline,stationary,6,SINDy-STLSQ,78.0,0.5833208952102515,-0.002202399322022347,True
baseline,stationary,7,Bayesian SINDy (spike-slab),30.0,-0.5243724530716493,-0.0075065799009400025,True
baseline,stationary,7,Bayesian SINDy (spike-slab),38.0,0.05182344230203417,-0.027448442798180678,True
baseline,stationary,7,Bayesian SINDy (spike-slab),46.0,0.6478205543574471,0.003884350057304281,True
baseline,stationary,7,Bayesian SINDy (spike-slab),54.0,0.7591709504969814,0.004560755192687005,True
baseline,stationary,7,Bayesian SINDy (spike-slab),62.0,0.45087964676889736,0.005049122904941389,True
baseline,stationary,7,Bayesian SINDy (spike-slab),70.0,0.4404870291592243,0.0009403764120005653,True
baseline,stationary,7,Bayesian SINDy (spike-slab),78.0,0.5928445628415879,-0.027198231588065114,True
baseline,stationary,7,Kalman OU,30.0,-0.7517428565126001,0.06387624425979546,True
baseline,stationary,7,Kalman OU,38.0,-0.5795951554687411,0.043828854388928,True
baseline,stationary,7,Kalman OU,46.0,0.15180296378159464,0.04769562596969912,True
baseline,stationary,7,Kalman OU,54.0,0.3333584142149015,0.04590302997947501,True
baseline,stationary,7,Kalman OU,62.0,-0.30882210607235194,0.07287590725957299,True
baseline,stationary,7,Kalman OU,70.0,-0.3855894046828736,0.07019944703709585,True
baseline,stationary,7,Kalman OU,78.0,-0.1347175426288756,0.03403221218068664,True
baseline,stationary,7,Latent Neural SDE (VI),30.0,-0.3796408176422119,-0.001466019923029499,True
baseline,stationary,7,Latent Neural SDE (VI),38.0,0.04438185691833496,-0.03078261323101847,True
baseline,stationary,7,Latent Neural SDE (VI),46.0,0.8418789505958557,-0.010460434259863483,True
baseline,stationary,7,Latent Neural SDE (VI),54.0,1.0538111925125122,-0.01677071022638635,True
baseline,stationary,7,Latent Neural SDE (VI),62.0,0.5974733829498291,-0.0024791056671893408,True
baseline,stationary,7,Latent Neural SDE (VI),70.0,0.601521909236908,0.002095325350339239,True
baseline,stationary,7,Latent Neural SDE (VI),78.0,0.506487250328064,-0.015556043391846047,True
baseline,stationary,7,Moment OU,30.0,-0.211448897673165,0.0023612457001764564,True
baseline,stationary,7,Moment OU,38.0,0.24604641293618534,-0.04177522852407037,True
baseline,stationary,7,Moment OU,46.0,0.6724710228021928,-0.009384766383770837,True
baseline,stationary,7,Moment OU,54.0,0.8768435292275196,-0.013049332352389892,True
baseline,stationary,7,Moment OU,62.0,0.36182300589951166,-0.004353768929606511,True
baseline,stationary,7,Moment OU,70.0,0.05872940592913034,0.007299518994523163,True
baseline,stationary,7,Moment OU,78.0,0.5975675384855458,-0.04997847495674354,True
baseline,stationary,7,Neural SDE (Euler),30.0,-0.33693933486938477,-0.0073727283322370385,True
baseline,stationary,7,Neural SDE (Euler),38.0,0.10420465469360352,-0.03870243118236982,True
baseline,stationary,7,Neural SDE (Euler),46.0,0.7349655628204346,-0.0074799403005446075,True
baseline,stationary,7,Neural SDE (Euler),54.0,0.9465118050575256,-0.013261093995260903,True
baseline,stationary,7,Neural SDE (Euler),62.0,0.5284703373908997,-0.009660555021071077,True
baseline,stationary,7,Neural SDE (Euler),70.0,0.5452471375465393,-0.002401882929152832,True
baseline,stationary,7,Neural SDE (Euler),78.0,0.4801981449127197,-0.01853114499191788,True
baseline,stationary,7,SINDy-STLSQ,30.0,-0.3597222170503267,-0.00595240882283446,True
baseline,stationary,7,SINDy-STLSQ,38.0,-0.006356179422227104,-0.025791394881210628,True
baseline,stationary,7,SINDy-STLSQ,46.0,0.8874247589836712,0.0034536247711131063,True
baseline,stationary,7,SINDy-STLSQ,54.0,1.0533163077312182,0.007617700513051551,True
baseline,stationary,7,SINDy-STLSQ,62.0,0.4252537820549065,0.004707644311961412,True
baseline,stationary,7,SINDy-STLSQ,70.0,0.665877770847169,0.0007876027222403215,True
baseline,stationary,7,SINDy-STLSQ,78.0,0.3147293236388682,-0.027422449875538685,True
baseline,stationary,8,Bayesian SINDy (spike-slab),30.0,-0.12188624200817832,0.01708960260289072,True
baseline,stationary,8,Bayesian SINDy (spike-slab),38.0,0.8022004285873516,0.015865424300296332,True
baseline,stationary,8,Bayesian SINDy (spike-slab),46.0,0.994739476730159,0.0010788174462458,True
baseline,stationary,8,Bayesian SINDy (spike-slab),54.0,0.8964444323141763,0.004074033752452605,True
baseline,stationary,8,Bayesian SINDy (spike-slab),62.0,0.8565412655672275,-0.007110386301137028,True
baseline,stationary,8,Bayesian SINDy (spike-slab),70.0,0.990815933709876,-0.00960611238220635,True
baseline,stationary,8,Bayesian SINDy (spike-slab),78.0,0.06265434931276559,-0.017658651953010668,True
baseline,stationary,8,Kalman OU,30.0,-0.2668639881989379,0.04806830818155476,True
baseline,stationary,8,Kalman OU,38.0,-0.3914986810496118,0.09816779114749254,True
baseline,stationary,8,Kalman OU,46.0,-0.004048400346048642,0.07401959589694627,True
baseline,stationary,8,Kalman OU,54.0,-0.1579316963739888,0.06035662942896329,True
baseline,stationary,8,Kalman OU,62.0,-0.2604870343769568,0.07200604557199076,True
baseline,stationary,8,Kalman OU,70.0,0.1012578361310198,0.02119335823715081,True
baseline,stationary,8,Kalman OU,78.0,-0.9086065460967903,0.0966265956460128,True
baseline,stationary,8,Latent Neural SDE (VI),30.0,-0.2995032072067261,0.02198853456987168,True
baseline,stationary,8,Latent Neural SDE (VI),38.0,-0.03576982021331787,0.012173400490556346,True
baseline,stationary,8,Latent Neural SDE (VI),46.0,-1.1019738912582397,-0.0043750030636135195,True
baseline,stationary,8,Latent Neural SDE (VI),54.0,-0.17473065853118896,-0.00029710690523576666,True
baseline,stationary,8,Latent Neural SDE (VI),62.0,-0.0019811391830444336,-0.03388789408127227,True
baseline,stationary,8,Latent Neural SDE (VI),70.0,0.5382131338119507,-0.016666011656856966,True
baseline,stationary,8,Latent Neural SDE (VI),78.0,-1.0596328973770142,-0.009658333316154288,True
baseline,stationary,8,Moment OU,30.0,-0.3471059050744725,0.03359892355618685,True
baseline,stationary,8,Moment OU,38.0,0.6354753014715944,-0.014511104153989818,True
baseline,stationary,8,Moment OU,46.0,0.7918173454711791,-0.015593893345481835,True
baseline,stationary,8,Moment OU,54.0,0.7654436918888446,-0.03341531491191854,True
baseline,stationary,8,Moment OU,62.0,0.7106013922071704,-0.0377085001936481,True
baseline,stationary,8,Moment OU,70.0,0.8096742361088459,-0.04427293197159879,True
baseline,stationary,8,Moment OU,78.0,0.2595270512156507,-0.03662934257579975,True
baseline,stationary,8,Neural SDE (Euler),30.0,-0.33357882499694824,0.021937139853273863,True
baseline,stationary,8,Neural SDE (Euler),38.0,-0.07505691051483154,-0.003217969494910322,True
baseline,stationary,8,Neural SDE (Euler),46.0,-1.316110610961914,-0.004342842854556606,True
baseline,stationary,8,Neural SDE (Euler),54.0,-0.12277936935424805,0.001815711379628382,True
baseline,stationary,8,Neural SDE (Euler),62.0,-0.13907897472381592,-0.03093822496549925,True
baseline,stationary,8,Neural SDE (Euler),70.0,0.5319474935531616,-0.01093369407460748,True
baseline,stationary,8,Neural SDE (Euler),78.0,-0.961266279220581,-0.010210708192838452,True
baseline,stationary,8,SINDy-STLSQ,30.0,0.3974853990865771,0.014730796729132772,True
baseline,stationary,8,SINDy-STLSQ,38.0,0.539882298581213,0.009830064926601295,True
baseline,stationary,8,SINDy-STLSQ,46.0,0.26214910310315664,-0.006237806793332912,True
baseline,stationary,8,SINDy-STLSQ,54.0,0.43909298696881005,-0.00172275098564742,True
baseline,stationary,8,SINDy-STLSQ,62.0,0.23127463329879272,-0.01459826715922119,True
baseline,stationary,8,SINDy-STLSQ,70.0,0.8555839614699154,-0.014904512705604667,True
baseline,stationary,8,SINDy-STLSQ,78.0,-0.2818385943258539,-0.02107807356410138,True
baseline,stationary,9,Bayesian SINDy (spike-slab),30.0,0.780963961948231,-0.008160074983109278,True
baseline,stationary,9,Bayesian SINDy (spike-slab),38.0,0.341837829555816,0.02351760071701181,True
baseline,stationary,9,Bayesian SINDy (spike-slab),46.0,0.5599695101999672,0.018092787721762843,True
baseline,stationary,9,Bayesian SINDy (spike-slab),54.0,1.1787179581019913,-0.003743647277421963,True
baseline,stationary,9,Bayesian SINDy (spike-slab),62.0,0.46377912011408373,-0.011340090419394211,True
baseline,stationary,9,Bayesian SINDy (spike-slab),70.0,0.3965163698562818,-0.021453806946670956,True
baseline,stationary,9,Bayesian SINDy (spike-slab),78.0,0.867799908766368,-0.01426208600032361,True
baseline,stationary,9,Kalman OU,30.0,0.22538049247656522,0.005877587954873031,True
baseline,stationary,9,Kalman OU,38.0,0.25177966487081993,0.037215447870904306,True
baseline,stationary,9,Kalman OU,46.0,0.26693915662070156,0.052054558203503826,True
baseline,stationary,9,Kalman OU,54.0,0.5309064246026881,0.014742725192384287,True
baseline,stationary,9,Kalman OU,62.0,0.29955208879925843,0.019476212888082767,True
baseline,stationary,9,Kalman OU,70.0,0.07856750609853846,0.013930897735732417,True
baseline,stationary,9,Kalman OU,78.0,0.41340424477854953,0.009380878444348761,True
baseline,stationary,9,Latent Neural SDE (VI),30.0,0.5976753234863281,0.00109341726912357,True
baseline,stationary,9,Latent Neural SDE (VI),38.0,0.21441268920898438,0.021388498761753666,True
baseline,stationary,9,Latent Neural SDE (VI),46.0,0.3544825315475464,0.01574381184341056,True
baseline,stationary,9,Latent Neural SDE (VI),54.0,0.8360969424247742,-0.006055787038714899,True
baseline,stationary,9,Latent Neural SDE (VI),62.0,0.5044302940368652,-0.0038322793539030953,True
baseline,stationary,9,Latent Neural SDE (VI),70.0,0.5480235815048218,-0.0014995537204285925,True
baseline,stationary,9,Latent Neural SDE (VI),78.0,1.069582223892212,-0.018140348995941413,True
baseline,stationary,9,Moment OU,30.0,0.5142198047050884,-0.0255125801493519,True
baseline,stationary,9,Moment OU,38.0,0.35356652761519203,0.02466129956004387,True
baseline,stationary,9,Moment OU,46.0,0.39741582486974547,0.027903309657912323,True
baseline,stationary,9,Moment OU,54.0,0.6043434216313932,-0.00624155167936713,True
baseline,stationary,9,Moment OU,62.0,0.43020613444223477,-0.006736791724292063,True
baseline,stationary,9,Moment OU,70.0,0.315451896267972,-0.019401658425069662,True
baseline,stationary,9,Moment OU,78.0,0.7741216769322194,-0.033943471502377975,True
baseline,stationary,9,Neural SDE (Euler),30.0,0.46266329288482666,0.0004828979745172268,True
baseline,stationary,9,Neural SDE (Euler),38.0,0.1307147741317749,0.025490654860974682,True
baseline,stationary,9,Neural SDE (Euler),46.0,0.519141674041748,0.022387123984631274,True
baseline,stationary,9,Neural SDE (Euler),54.0,0.7303374409675598,-0.0069038024111745255,True
baseline,stationary,9,Neural SDE (Euler),62.0,0.4162406921386719,-0.004680625233067726,True
baseline,stationary,9,Neural SDE (Euler),70.0,0.46243977546691895,-0.0026898109014686644,True
baseline,stationary,9,Neural SDE (Euler),78.0,0.9764058589935303,-0.02019545890485297,True
baseline,stationary,9,SINDy-STLSQ,30.0,0.7539628784785257,-0.01231392997768363,True
baseline,stationary,9,SINDy-STLSQ,38.0,0.11315302489327372,0.015191647228597671,True
baseline,stationary,9,SINDy-STLSQ,46.0,1.1769108046430858,0.016058169624008578,True
baseline,stationary,9,SINDy-STLSQ,54.0,1.7121043338078668,-0.007499649838475703,True
baseline,stationary,9,SINDy-STLSQ,62.0,0.8321624173417104,-0.013485219647137864,True
baseline,stationary,9,SINDy-STLSQ,70.0,1.1363605089258486,-0.021460011130631285,True
baseline,stationary,9,SINDy-STLSQ,78.0,1.5707310504162506,-0.01680397697269137,True
baseline,stationary,10,Bayesian SINDy (spike-slab),30.0,-0.7110086845314365,0.015098798164111749,True
baseline,stationary,10,Bayesian SINDy (spike-slab),38.0,-0.14945687825501858,0.024293139702217748,True
baseline,stationary,10,Bayesian SINDy (spike-slab),46.0,-0.23565747993142605,0.03238556923515812,True
baseline,stationary,10,Bayesian SINDy (spike-slab),54.0,-0.2103173996501308,0.022576488977883474,True
baseline,stationary,10,Bayesian SINDy (spike-slab),62.0,-1.4301894558720551,0.006614374148313645,True
baseline,stationary,10,Bayesian SINDy (spike-slab),70.0,-1.7743149689177913,0.007459612565192758,True
baseline,stationary,10,Bayesian SINDy (spike-slab),78.0,-1.0921829530076328,8.93949325859178e-05,True
baseline,stationary,10,Kalman OU,30.0,0.001524723994102306,-0.01753032764410331,True
baseline,stationary,10,Kalman OU,38.0,0.31151806312003316,-0.031405397246083266,True
