condition,system,scenario,repetition,method,window_end,kappa_decline,sigma_growth,converged
baseline,transcritical,stability_loss,25,Kalman OU,38.0,-0.004632319975652444,0.007503122649554394,True
baseline,transcritical,stability_loss,25,Kalman OU,54.0,0.02879716081353447,-0.0013769765538096113,True
baseline,transcritical,stability_loss,25,Kalman OU,70.0,0.011940456364749122,0.018629705537359754,True
baseline,transcritical,stability_loss,25,Kalman OU,78.0,-0.012696132411141592,0.006474027043738929,True
baseline,transcritical,stability_loss,25,Latent Neural SDE (VI),38.0,0.47234946489334106,-0.004050190997836656,True
baseline,transcritical,stability_loss,25,Latent Neural SDE (VI),54.0,-0.5708680152893066,-0.004323023566185191,True
baseline,transcritical,stability_loss,25,Latent Neural SDE (VI),70.0,0.47384899854660034,0.0028199684708938716,True
baseline,transcritical,stability_loss,25,Latent Neural SDE (VI),78.0,-2.3481720685958862,-0.014051875601363312,True
baseline,transcritical,stability_loss,25,Moment OU,38.0,,,False
baseline,transcritical,stability_loss,25,Moment OU,54.0,,,False
baseline,transcritical,stability_loss,25,Moment OU,70.0,,,False
baseline,transcritical,stability_loss,25,Moment OU,78.0,,,False
baseline,transcritical,stability_loss,25,Neural SDE (Euler),38.0,0.4865099787712097,9.339575871768202e-05,True
baseline,transcritical,stability_loss,25,Neural SDE (Euler),54.0,-0.591986894607544,-0.006720989497282934,True
baseline,transcritical,stability_loss,25,Neural SDE (Euler),70.0,0.8975199460983276,0.014761516270829209,True
baseline,transcritical,stability_loss,25,Neural SDE (Euler),78.0,-2.1722099781036377,-0.015259741332627821,True
baseline,transcritical,stability_loss,25,SINDy-STLSQ,38.0,-0.9625026702061983,0.0021417086118859646,True
baseline,transcritical,stability_loss,25,SINDy-STLSQ,54.0,-1.5661882231568052,0.0027124033981406337,True
baseline,transcritical,stability_loss,25,SINDy-STLSQ,70.0,0.1333363418840527,0.012866154438270452,True
baseline,transcritical,stability_loss,25,SINDy-STLSQ,78.0,-2.082427124034338,0.004211643697469125,True
baseline,transcritical,stability_loss,26,Bayesian SINDy (spike-slab),38.0,0.08818572262423197,-0.0051926115460249195,True
baseline,transcritical,stability_loss,26,Bayesian SINDy (spike-slab),54.0,1.0249176223708996,-0.0007207072836969558,True
baseline,transcritical,stability_loss,26,Bayesian SINDy (spike-slab),70.0,1.3162695283993378,-0.0013923745760660855,True
baseline,transcritical,stability_loss,26,Bayesian SINDy (spike-slab),78.0,-0.09129246051323325,-0.0013819096813751514,True
baseline,transcritical,stability_loss,26,Kalman OU,38.0,-0.07374628866227448,0.008223760659085477,True
baseline,transcritical,stability_loss,26,Kalman OU,54.0,0.14752664996318104,0.005702169537445255,True
baseline,transcritical,stability_loss,26,Kalman OU,70.0,0.10187455114232515,0.012547199555546264,True
baseline,transcritical,stability_loss,26,Kalman OU,78.0,-0.03967292047423915,0.012190744505755392,True
baseline,transcritical,stability_loss,26,Latent Neural SDE (VI),38.0,-0.14388442039489746,-0.004594639360339506,True
baseline,transcritical,stability_loss,26,Latent Neural SDE (VI),54.0,1.2035752534866333,-0.023680014727920987,True
baseline,transcritical,stability_loss,26,Latent Neural SDE (VI),70.0,1.1436480283737183,-0.02225690112447061,True
baseline,transcritical,stability_loss,26,Latent Neural SDE (VI),78.0,-1.436070442199707,-0.006540493371325784,True
baseline,transcritical,stability_loss,26,Moment OU,38.0,0.3976487119369639,-0.01826265046519151,True
baseline,transcritical,stability_loss,26,Moment OU,54.0,0.43043150870322755,0.004079023478793735,True
baseline,transcritical,stability_loss,26,Moment OU,70.0,0.6161897417654009,-0.012576479777015995,True
baseline,transcritical,stability_loss,26,Moment OU,78.0,0.12868201861073025,-0.00010371901712416531,True
baseline,transcritical,stability_loss,26,Neural SDE (Euler),38.0,-0.20038986206054688,-0.005108843088296788,True
baseline,transcritical,stability_loss,26,Neural SDE (Euler),54.0,1.1883206963539124,-0.014012905766496705,True
baseline,transcritical,stability_loss,26,Neural SDE (Euler),70.0,1.298518180847168,0.0033518291515858972,True
baseline,transcritical,stability_loss,26,Neural SDE (Euler),78.0,-1.326225996017456,-0.005447699649477708,True
baseline,transcritical,stability_loss,26,SINDy-STLSQ,38.0,-0.3624673569830563,-0.004501449759595225,True
baseline,transcritical,stability_loss,26,SINDy-STLSQ,54.0,-1.5008960670082903,-0.004706322242581593,True
baseline,transcritical,stability_loss,26,SINDy-STLSQ,70.0,-1.2959489672726254,-0.005487694647794042,True
baseline,transcritical,stability_loss,26,SINDy-STLSQ,78.0,-1.567949888829174,-0.002430506430441459,True
baseline,transcritical,stability_loss,27,Bayesian SINDy (spike-slab),38.0,1.2002209217028161,0.0116464262106349,True
baseline,transcritical,stability_loss,27,Bayesian SINDy (spike-slab),54.0,0.6871602110025445,0.015539829048650061,True
baseline,transcritical,stability_loss,27,Bayesian SINDy (spike-slab),70.0,1.0259002107252855,0.017529813898780805,True
baseline,transcritical,stability_loss,27,Bayesian SINDy (spike-slab),78.0,0.09605927624641919,0.011290094905004641,True
baseline,transcritical,stability_loss,27,Kalman OU,38.0,0.25053786467002126,-0.0014810551912263457,True
baseline,transcritical,stability_loss,27,Kalman OU,54.0,0.24917448723340185,-0.00947680064768757,True
baseline,transcritical,stability_loss,27,Kalman OU,70.0,0.22425703886552473,0.009653208987971604,True
baseline,transcritical,stability_loss,27,Kalman OU,78.0,0.21044479894845183,0.00492897348479112,True
baseline,transcritical,stability_loss,27,Latent Neural SDE (VI),38.0,0.8870533108711243,0.018633841491477607,True
baseline,transcritical,stability_loss,27,Latent Neural SDE (VI),54.0,0.2544153928756714,0.027445211667838476,True
baseline,transcritical,stability_loss,27,Latent Neural SDE (VI),70.0,1.2474205493927002,0.029845240670408363,True
baseline,transcritical,stability_loss,27,Latent Neural SDE (VI),78.0,-1.2751965522766113,0.009436358501699105,True
baseline,transcritical,stability_loss,27,Moment OU,38.0,0.34791530921461566,0.007226634010346886,True
baseline,transcritical,stability_loss,27,Moment OU,54.0,0.006672340930941045,0.02035371631779386,True
baseline,transcritical,stability_loss,27,Moment OU,70.0,0.18432025989861878,0.030338653116419735,True
baseline,transcritical,stability_loss,27,Moment OU,78.0,-0.4293449494550895,0.03377275250625116,True
baseline,transcritical,stability_loss,27,Neural SDE (Euler),38.0,1.0093011856079102,0.023199405405954637,True
baseline,transcritical,stability_loss,27,Neural SDE (Euler),54.0,0.16928088665008545,0.028821904300561002,True
baseline,transcritical,stability_loss,27,Neural SDE (Euler),70.0,0.989323616027832,0.038379212623936856,True
baseline,transcritical,stability_loss,27,Neural SDE (Euler),78.0,-1.1196366548538208,0.012460563038366332,True
baseline,transcritical,stability_loss,27,SINDy-STLSQ,38.0,1.2008166240981235,0.011537645536796634,True
baseline,transcritical,stability_loss,27,SINDy-STLSQ,54.0,0.6705639224922634,0.016099695549149695,True
baseline,transcritical,stability_loss,27,SINDy-STLSQ,70.0,-1.1285151373809712,0.01767283233066312,True
baseline,transcritical,stability_loss,27,SINDy-STLSQ,78.0,-0.7504191734871482,0.012315345224614901,True
baseline,transcritical,stability_loss,28,Bayesian SINDy (spike-slab),38.0,0.2081804426767977,-0.010434952372845724,True
baseline,transcritical,stability_loss,28,Bayesian SINDy (spike-slab),54.0,-0.5507140785368423,0.003596519173066512,True
baseline,transcritical,stability_loss,28,Bayesian SINDy (spike-slab),70.0,-2.749151182658225,-0.023329834862075197,True
baseline,transcritical,stability_loss,28,Bayesian SINDy (spike-slab),78.0,-1.2692428371970663,-0.00822652335267779,True
baseline,transcritical,stability_loss,28,Kalman OU,38.0,-0.19422326233676918,0.023276458599237437,True
baseline,transcritical,stability_loss,28,Kalman OU,54.0,-0.1355063085287937,0.009917806328911441,True
baseline,transcritical,stability_loss,28,Kalman OU,70.0,-0.18059461217067008,0.016695629969285933,True
baseline,transcritical,stability_loss,28,Kalman OU,78.0,-0.3238871748029594,0.010469139305066499,True
baseline,transcritical,stability_loss,28,Latent Neural SDE (VI),38.0,0.3434438109397888,-0.014794031491166634,True
baseline,transcritical,stability_loss,28,Latent Neural SDE (VI),54.0,-1.231071650981903,-0.0050949655026684,True
baseline,transcritical,stability_loss,28,Latent Neural SDE (VI),70.0,0.1100625991821289,-0.02003668366368906,True
baseline,transcritical,stability_loss,28,Latent Neural SDE (VI),78.0,-1.9232987761497498,-0.010428222022801109,True
baseline,transcritical,stability_loss,28,Moment OU,38.0,,,False
baseline,transcritical,stability_loss,28,Moment OU,54.0,-0.2793582084235035,0.004330748131605597,True
baseline,transcritical,stability_loss,28,Moment OU,70.0,,,False
baseline,transcritical,stability_loss,28,Moment OU,78.0,0.2563185929149542,-0.034711722874895795,True
baseline,transcritical,stability_loss,28,Neural SDE (Euler),38.0,0.3813285231590271,-0.015052982308655788,True
baseline,transcritical,stability_loss,28,Neural SDE (Euler),54.0,-1.1255360841751099,-0.008430543530516477,True
baseline,transcritical,stability_loss,28,Neural SDE (Euler),70.0,0.14804106950759888,-0.020103045325748872,True
baseline,transcritical,stability_loss,28,Neural SDE (Euler),78.0,-1.5820175409317017,-0.015879927825957665,True
baseline,transcritical,stability_loss,28,SINDy-STLSQ,38.0,-1.4470175313401008,-0.011030650222673702,True
baseline,transcritical,stability_loss,28,SINDy-STLSQ,54.0,-1.4903031711556267,0.001088304579818039,True
baseline,transcritical,stability_loss,28,SINDy-STLSQ,70.0,-3.4642978656752064,-0.023559656788523065,True
baseline,transcritical,stability_loss,28,SINDy-STLSQ,78.0,-1.437883642594113,-0.007533355000004627,True
baseline,transcritical,stability_loss,29,Bayesian SINDy (spike-slab),38.0,1.9198196577597275,-0.006092528913892448,True
baseline,transcritical,stability_loss,29,Bayesian SINDy (spike-slab),54.0,-0.17911981364966856,0.011309209328384348,True
baseline,transcritical,stability_loss,29,Bayesian SINDy (spike-slab),70.0,0.725054620606578,0.007003381127103095,True
baseline,transcritical,stability_loss,29,Bayesian SINDy (spike-slab),78.0,1.0740780459061252,0.009079840779108603,True
baseline,transcritical,stability_loss,29,Kalman OU,38.0,0.15314981414010514,0.01781497543414324,True
baseline,transcritical,stability_loss,29,Kalman OU,54.0,0.4499618710508098,-0.003061074787233921,True
baseline,transcritical,stability_loss,29,Kalman OU,70.0,0.40296637094290977,-0.013239519231102524,True
baseline,transcritical,stability_loss,29,Kalman OU,78.0,0.4046461090337159,-0.002814604216106284,True
baseline,transcritical,stability_loss,29,Latent Neural SDE (VI),38.0,1.9559017419815063,-0.015611558755665389,True
baseline,transcritical,stability_loss,29,Latent Neural SDE (VI),54.0,0.7702634334564209,0.005470316861135985,True
baseline,transcritical,stability_loss,29,Latent Neural SDE (VI),70.0,0.8425439596176147,0.022198199429579873,True
baseline,transcritical,stability_loss,29,Latent Neural SDE (VI),78.0,0.996469259262085,0.0016971371682052289,True
baseline,transcritical,stability_loss,29,Moment OU,38.0,,,False
baseline,transcritical,stability_loss,29,Moment OU,54.0,-0.13591690087198577,0.04597541594031724,True
baseline,transcritical,stability_loss,29,Moment OU,70.0,-0.3744141271365155,0.02574046966172893,True
baseline,transcritical,stability_loss,29,Moment OU,78.0,-0.2610429899346725,0.027940750442549886,True
baseline,transcritical,stability_loss,29,Neural SDE (Euler),38.0,1.803573489189148,-0.013269971350214696,True
baseline,transcritical,stability_loss,29,Neural SDE (Euler),54.0,0.7509474754333496,0.008288998719334445,True
baseline,transcritical,stability_loss,29,Neural SDE (Euler),70.0,0.7073287963867188,0.02426731754680332,True
baseline,transcritical,stability_loss,29,Neural SDE (Euler),78.0,1.0158662796020508,0.0004817565836995885,True
baseline,transcritical,stability_loss,29,SINDy-STLSQ,38.0,1.312198124568773,-0.007011381279053777,True
baseline,transcritical,stability_loss,29,SINDy-STLSQ,54.0,-1.215405154863194,0.010564231618043748,True
baseline,transcritical,stability_loss,29,SINDy-STLSQ,70.0,0.8603307706887344,0.007772664399720727,True
baseline,transcritical,stability_loss,29,SINDy-STLSQ,78.0,0.10806175047675737,0.006710855268887428,True
baseline,transcritical,stationary,0,Bayesian SINDy (spike-slab),38.0,0.581844829545263,0.006805968394856796,True
baseline,transcritical,stationary,0,Bayesian SINDy (spike-slab),54.0,1.0161413139456195,0.02632847238547649,True
baseline,transcritical,stationary,0,Bayesian SINDy (spike-slab),70.0,0.2808084385109213,0.01244255134780653,True
baseline,transcritical,stationary,0,Bayesian SINDy (spike-slab),78.0,0.8692682924499242,0.006613698770689472,True
baseline,transcritical,stationary,0,Kalman OU,38.0,-0.458569303741859,0.019547917325735867,True
baseline,transcritical,stationary,0,Kalman OU,54.0,0.16068258279130165,0.02294599627892361,True
baseline,transcritical,stationary,0,Kalman OU,70.0,0.6612951393578006,0.0018224447628737723,True
baseline,transcritical,stationary,0,Kalman OU,78.0,-0.23857180912040388,0.02077904908864408,True
baseline,transcritical,stationary,0,Latent Neural SDE (VI),38.0,0.28334712982177734,0.009464559888213847,True
baseline,transcritical,stationary,0,Latent Neural SDE (VI),54.0,0.5188536643981934,0.030490174647556656,True
baseline,transcritical,stationary,0,Latent Neural SDE (VI),70.0,-0.005618095397949219,0.015852288754125643,True
baseline,transcritical,stationary,0,Latent Neural SDE (VI),78.0,0.565974235534668,0.0071947599375229015,True
baseline,transcritical,stationary,0,Moment OU,38.0,,,False
baseline,transcritical,stationary,0,Moment OU,54.0,,,False
baseline,transcritical,stationary,0,Moment OU,70.0,,,False
baseline,transcritical,stationary,0,Moment OU,78.0,,,False
baseline,transcritical,stationary,0,Neural SDE (Euler),38.0,0.2611570358276367,0.008979470711069512,True
baseline,transcritical,stationary,0,Neural SDE (Euler),54.0,0.5096592903137207,0.028432285382171088,True
baseline,transcritical,stationary,0,Neural SDE (Euler),70.0,-0.05999755859375,0.0143424340333234,True
baseline,transcritical,stationary,0,Neural SDE (Euler),78.0,0.7140569686889648,0.006546962406661305,True
baseline,transcritical,stationary,0,SINDy-STLSQ,38.0,2.742439157013747,0.010755978590722581,True
baseline,transcritical,stationary,0,SINDy-STLSQ,54.0,4.602434601951332,0.02893360221898869,True
baseline,transcritical,stationary,0,SINDy-STLSQ,70.0,1.7472229359715552,0.01619063116844903,True
baseline,transcritical,stationary,0,SINDy-STLSQ,78.0,3.2198215051034613,0.010779164328224067,True
baseline,transcritical,stationary,1,Bayesian SINDy (spike-slab),38.0,-0.4641895523671722,0.00010133899828670967,True
baseline,transcritical,stationary,1,Bayesian SINDy (spike-slab),54.0,-0.32546950180617396,0.026161203822648596,True
baseline,transcritical,stationary,1,Bayesian SINDy (spike-slab),70.0,-1.0839989503911571,0.0036242839189036258,True
baseline,transcritical,stationary,1,Bayesian SINDy (spike-slab),78.0,-0.41408207447724443,0.016664926836556543,True
baseline,transcritical,stationary,1,Kalman OU,38.0,-0.8557930505390486,0.009296397977123557,True
baseline,transcritical,stationary,1,Kalman OU,54.0,-1.5417580870864653,0.03820548523793528,True
baseline,transcritical,stationary,1,Kalman OU,70.0,-2.1859743322769085,0.013476920009783174,True
baseline,transcritical,stationary,1,Kalman OU,78.0,-1.8809656309460272,0.03411822343927508,True
baseline,transcritical,stationary,1,Latent Neural SDE (VI),38.0,-1.5875916481018066,0.0014025627195438928,True
baseline,transcritical,stationary,1,Latent Neural SDE (VI),54.0,-0.12181425094604492,0.032089121306713334,True
baseline,transcritical,stationary,1,Latent Neural SDE (VI),70.0,-1.6018028259277344,0.004511948026521773,True
baseline,transcritical,stationary,1,Latent Neural SDE (VI),78.0,0.2388172149658203,0.01886947230128208,True
baseline,transcritical,stationary,1,Moment OU,38.0,,,False
baseline,transcritical,stationary,1,Moment OU,54.0,,,False
baseline,transcritical,stationary,1,Moment OU,70.0,,,False
baseline,transcritical,stationary,1,Moment OU,78.0,,,False
baseline,transcritical,stationary,1,Neural SDE (Euler),38.0,-1.5915007591247559,0.0005549369524417286,True
baseline,transcritical,stationary,1,Neural SDE (Euler),54.0,-0.0871419906616211,0.031505090518295004,True
baseline,transcritical,stationary,1,Neural SDE (Euler),70.0,-1.5191636085510254,0.003634581170112783,True
baseline,transcritical,stationary,1,Neural SDE (Euler),78.0,0.32584095001220703,0.01829796433783004,True
baseline,transcritical,stationary,1,SINDy-STLSQ,38.0,-2.59033658730374,-0.00047805454018476357,True
baseline,transcritical,stationary,1,SINDy-STLSQ,54.0,-2.212970162622011,0.026431473404359418,True
baseline,transcritical,stationary,1,SINDy-STLSQ,70.0,-1.5017035544837194,0.0036501052918893606,True
baseline,transcritical,stationary,1,SINDy-STLSQ,78.0,-0.49070697103166205,0.016671362384777594,True
baseline,transcritical,stationary,2,Bayesian SINDy (spike-slab),38.0,2.132247909016958,0.01450296340223639,True
baseline,transcritical,stationary,2,Bayesian SINDy (spike-slab),54.0,4.426520801667689,0.009893786093904039,True
baseline,transcritical,stationary,2,Bayesian SINDy (spike-slab),70.0,2.2646425662085745,-0.0021407774049077566,True
baseline,transcritical,stationary,2,Bayesian SINDy (spike-slab),78.0,4.335782650824689,-0.008566825623159649,True
baseline,transcritical,stationary,2,Kalman OU,38.0,1.7217487922392782,0.027514436974927402,True
baseline,transcritical,stationary,2,Kalman OU,54.0,2.371206746926127,0.030657141985558054,True
baseline,transcritical,stationary,2,Kalman OU,70.0,1.8733711169830898,0.023159286446071185,True
baseline,transcritical,stationary,2,Kalman OU,78.0,1.6960596392235865,0.0328569609913741,True
baseline,transcritical,stationary,2,Latent Neural SDE (VI),38.0,0.7177443504333496,-0.01904212269187884,True
baseline,transcritical,stationary,2,Latent Neural SDE (VI),54.0,2.824424982070923,-0.005092584095004488,True
baseline,transcritical,stationary,2,Latent Neural SDE (VI),70.0,1.238532543182373,-0.02428319491766004,True
baseline,transcritical,stationary,2,Latent Neural SDE (VI),78.0,3.1692309379577637,-0.02677372893002354,True
baseline,transcritical,stationary,2,Moment OU,38.0,,,False
baseline,transcritical,stationary,2,Moment OU,54.0,,,False
baseline,transcritical,stationary,2,Moment OU,70.0,,,False
baseline,transcritical,stationary,2,Moment OU,78.0,,,False
baseline,transcritical,stationary,2,Neural SDE (Euler),38.0,0.7589387893676758,-0.029752802608315282,True
baseline,transcritical,stationary,2,Neural SDE (Euler),54.0,2.877561092376709,-0.006019704263194467,True
baseline,transcritical,stationary,2,Neural SDE (Euler),70.0,1.3694548606872559,-0.024768100851413094,True
baseline,transcritical,stationary,2,Neural SDE (Euler),78.0,3.134152889251709,-0.026542399063275407,True
baseline,transcritical,stationary,2,SINDy-STLSQ,38.0,2.2824251609906776,0.014078151469315611,True
baseline,transcritical,stationary,2,SINDy-STLSQ,54.0,5.710524907469706,0.009935661203780644,True
baseline,transcritical,stationary,2,SINDy-STLSQ,70.0,4.348096766162582,-0.003654526641291733,True
baseline,transcritical,stationary,2,SINDy-STLSQ,78.0,5.040334210571879,-0.010073968357538848,True
baseline,transcritical,stationary,3,Bayesian SINDy (spike-slab),38.0,0.7617347568158661,0.0061175180824091235,True
baseline,transcritical,stationary,3,Bayesian SINDy (spike-slab),54.0,-1.024837051885621,0.003399918557283249,True
baseline,transcritical,stationary,3,Bayesian SINDy (spike-slab),70.0,-0.20268756022838819,0.0004238716587215835,True
baseline,transcritical,stationary,3,Bayesian SINDy (spike-slab),78.0,-0.1959745773036472,0.007484344053599656,True
baseline,transcritical,stationary,3,Kalman OU,38.0,0.26463282809629884,0.023141228691074954,True
baseline,transcritical,stationary,3,Kalman OU,54.0,1.8691460760449665,-0.03497296085988209,True
baseline,transcritical,stationary,3,Kalman OU,70.0,2.3290132331893334,-0.029578798220380374,True
baseline,transcritical,stationary,3,Kalman OU,78.0,1.8790730161931224,-0.02034396536947834,True
baseline,transcritical,stationary,3,Latent Neural SDE (VI),38.0,1.1066913604736328,0.012891639321662082,True
baseline,transcritical,stationary,3,Latent Neural SDE (VI),54.0,-0.7646722793579102,0.018240910349616793,True
baseline,transcritical,stationary,3,Latent Neural SDE (VI),70.0,-0.5702223777770996,0.002998455830307445,True
baseline,transcritical,stationary,3,Latent Neural SDE (VI),78.0,-1.1779937744140625,0.012050475006717187,True
baseline,transcritical,stationary,3,Moment OU,38.0,,,False
baseline,transcritical,stationary,3,Moment OU,54.0,,,False
baseline,transcritical,stationary,3,Moment OU,70.0,,,False
baseline,transcritical,stationary,3,Moment OU,78.0,,,False
baseline,transcritical,stationary,3,Neural SDE (Euler),38.0,1.1049139499664307,0.01492972370633193,True
baseline,transcritical,stationary,3,Neural SDE (Euler),54.0,-0.9804306030273438,0.01983855218136818,True
baseline,transcritical,stationary,3,Neural SDE (Euler),70.0,-0.876622200012207,0.002161895949858522,True
baseline,transcritical,stationary,3,Neural SDE (Euler),78.0,-1.416161060333252,0.013557645629865153,True
baseline,transcritical,stationary,3,SINDy-STLSQ,38.0,1.1341964733500198,0.0060798033596660694,True
baseline,transcritical,stationary,3,SINDy-STLSQ,54.0,-0.8625570909270097,0.0038808985795318607,True
baseline,transcritical,stationary,3,SINDy-STLSQ,70.0,-0.37723173800146137,0.0007036505638527146,True
baseline,transcritical,stationary,3,SINDy-STLSQ,78.0,-1.2059758750280292,0.0075452286595070195,True
baseline,transcritical,stationary,4,Bayesian SINDy (spike-slab),38.0,0.2360396154904767,0.007917032147239947,True
baseline,transcritical,stationary,4,Bayesian SINDy (spike-slab),54.0,-0.8844741433787875,0.006611372018725067,True
baseline,transcritical,stationary,4,Bayesian SINDy (spike-slab),70.0,-0.47213488560924555,0.009057386084454513,True
baseline,transcritical,stationary,4,Bayesian SINDy (spike-slab),78.0,-0.8630590827978586,0.012727633801724134,True
baseline,transcritical,stationary,4,Kalman OU,38.0,0.6178311228574486,-0.004705658886518232,True
baseline,transcritical,stationary,4,Kalman OU,54.0,-0.2765270130711228,-0.007673138912586523,True
baseline,transcritical,stationary,4,Kalman OU,70.0,0.28560957305641943,-0.00345062794525023,True
baseline,transcritical,stationary,4,Kalman OU,78.0,0.8614011158943187,-0.01488923013593601,True
baseline,transcritical,stationary,4,Latent Neural SDE (VI),38.0,-0.8445854187011719,0.005707042228033213,True
baseline,transcritical,stationary,4,Latent Neural SDE (VI),54.0,-0.1881542205810547,0.011721107504943637,True
baseline,transcritical,stationary,4,Latent Neural SDE (VI),70.0,-0.9354729652404785,0.005466989677279932,True
baseline,transcritical,stationary,4,Latent Neural SDE (VI),78.0,-1.5169849395751953,0.00971159517147234,True
baseline,transcritical,stationary,4,Moment OU,38.0,,,False
baseline,transcritical,stationary,4,Moment OU,54.0,,,False
baseline,transcritical,stationary,4,Moment OU,70.0,,,False
baseline,transcritical,stationary,4,Moment OU,78.0,,,False
baseline,transcritical,stationary,4,Neural SDE (Euler),38.0,-0.8140509128570557,0.004740652729988332,True
baseline,transcritical,stationary,4,Neural SDE (Euler),54.0,-0.23472809791564941,0.011404414778937985,True
baseline,transcritical,stationary,4,Neural SDE (Euler),70.0,-1.0053536891937256,0.004600878027344657,True
baseline,transcritical,stationary,4,Neural SDE (Euler),78.0,-1.5000097751617432,0.009604560834894457,True
baseline,transcritical,stationary,4,SINDy-STLSQ,38.0,-0.7281101231834719,0.00917992005277947,True
baseline,transcritical,stationary,4,SINDy-STLSQ,54.0,-0.6682249363439512,0.007664803401158646,True
baseline,transcritical,stationary,4,SINDy-STLSQ,70.0,-1.125994726658976,0.010319650043437073,True
baseline,transcritical,stationary,4,SINDy-STLSQ,78.0,-2.223919076158044,0.013919201260700773,True
baseline,transcritical,stationary,5,Bayesian SINDy (spike-slab),38.0,-0.2998449248466053,-0.0019901937271582515,True
baseline,transcritical,stationary,5,Bayesian SINDy (spike-slab),54.0,0.04918991633369929,-0.006579429589932531,True
baseline,transcritical,stationary,5,Bayesian SINDy (spike-slab),70.0,0.10066647131360629,-0.0022340189059365106,True
baseline,transcritical,stationary,5,Bayesian SINDy (spike-slab),78.0,0.9985831688469751,-0.00966426124115928,True
baseline,transcritical,stationary,5,Kalman OU,38.0,0.2989936699026501,-0.008995939427913009,True
baseline,transcritical,stationary,5,Kalman OU,54.0,-1.0762375499456673,0.016538297377042745,True
baseline,transcritical,stationary,5,Kalman OU,70.0,-1.5036739094221605,0.02912344021640466,True
baseline,transcritical,stationary,5,Kalman OU,78.0,-2.3767669082194587,0.04914594615744677,True
baseline,transcritical,stationary,5,Latent Neural SDE (VI),38.0,0.8510284423828125,0.0001818191154879245,True
baseline,transcritical,stationary,5,Latent Neural SDE (VI),54.0,0.22002363204956055,0.006784974668485419,True
baseline,transcritical,stationary,5,Latent Neural SDE (VI),70.0,-0.0014591217041015625,0.0004965763922691463,True
baseline,transcritical,stationary,5,Latent Neural SDE (VI),78.0,2.031407117843628,-0.007102285345264664,True
baseline,transcritical,stationary,5,Moment OU,38.0,-0.18132472339487338,-0.0016302857392063441,True
baseline,transcritical,stationary,5,Moment OU,54.0,,,False
baseline,transcritical,stationary,5,Moment OU,70.0,0.7799574589311961,-0.016881673651816767,True
baseline,transcritical,stationary,5,Moment OU,78.0,,,False
baseline,transcritical,stationary,5,Neural SDE (Euler),38.0,0.7725100517272949,0.000664728223358238,True
baseline,transcritical,stationary,5,Neural SDE (Euler),54.0,0.33866119384765625,0.007525949466602275,True
baseline,transcritical,stationary,5,Neural SDE (Euler),70.0,0.025578975677490234,0.0018294930969496304,True
baseline,transcritical,stationary,5,Neural SDE (Euler),78.0,1.9562735557556152,-0.006548226596693088,True
baseline,transcritical,stationary,5,SINDy-STLSQ,38.0,-0.16611579998049653,-0.0032021380675981564,True
baseline,transcritical,stationary,5,SINDy-STLSQ,54.0,-0.28218463326317256,-0.006329813776408524,True
baseline,transcritical,stationary,5,SINDy-STLSQ,70.0,0.046268051585620196,-0.002394642322093049,True
baseline,transcritical,stationary,5,SINDy-STLSQ,78.0,2.3256946976612376,-0.010781062554631876,True
baseline,transcritical,stationary,6,Bayesian SINDy (spike-slab),38.0,0.9751797614606166,-0.007027208090571294,True
baseline,transcritical,stationary,6,Bayesian SINDy (spike-slab),54.0,-0.210691811401575,-0.002904608489248464,True
baseline,transcritical,stationary,6,Bayesian SINDy (spike-slab),70.0,0.15647776774907474,0.00044926657439742224,True
baseline,transcritical,stationary,6,Bayesian SINDy (spike-slab),78.0,0.4598660885504957,0.01003088708780274,True
baseline,transcritical,stationary,6,Kalman OU,38.0,-1.529208067461593,0.046399915757789456,True
baseline,transcritical,stationary,6,Kalman OU,54.0,0.7290986708681151,-0.010836309773162512,True
baseline,transcritical,stationary,6,Kalman OU,70.0,-0.06577033718317038,0.005559944681012764,True
baseline,transcritical,stationary,6,Kalman OU,78.0,-0.26183863555938647,0.019586618138033217,True
baseline,transcritical,stationary,6,Latent Neural SDE (VI),38.0,0.35256505012512207,-0.0147321013448488,True
baseline,transcritical,stationary,6,Latent Neural SDE (VI),54.0,-0.177764892578125,-0.0014116412322716237,True
baseline,transcritical,stationary,6,Latent Neural SDE (VI),70.0,0.2045145034790039,-0.0015400230855989044,True
baseline,transcritical,stationary,6,Latent Neural SDE (VI),78.0,0.5310816764831543,0.011270702738677252,True
baseline,transcritical,stationary,6,Moment OU,38.0,,,False
baseline,transcritical,stationary,6,Moment OU,54.0,-0.3286862486580726,-0.0065251972881063755,True
baseline,transcritical,stationary,6,Moment OU,70.0,0.5930581880943047,-0.002714594505698553,True
baseline,transcritical,stationary,6,Moment OU,78.0,0.10330288246923924,0.019218202326026154,True
baseline,transcritical,stationary,6,Neural SDE (Euler),38.0,0.25798773765563965,-0.015679211282606104,True
baseline,transcritical,stationary,6,Neural SDE (Euler),54.0,-0.2239398956298828,-0.0017363521839672685,True
baseline,transcritical,stationary,6,Neural SDE (Euler),70.0,0.08992576599121094,5.566163320663842e-05,True
baseline,transcritical,stationary,6,Neural SDE (Euler),78.0,0.2503483295440674,0.012277096098796417,True
baseline,transcritical,stationary,6,SINDy-STLSQ,38.0,-0.202234967385563,-0.0064109358400194355,True
baseline,transcritical,stationary,6,SINDy-STLSQ,54.0,-0.5367122334826271,-0.0013490191476990127,True
