condition,system,scenario,repetition,method,window_end,kappa_decline,sigma_growth,converged
combined,transcritical,stationary,10,Kalman OU,78.0,-1.8393253267576957,-0.11710689142144179,True
combined,transcritical,stationary,10,Latent Neural SDE (VI),38.0,-0.57599738240242,0.014740519455229653,True
combined,transcritical,stationary,10,Latent Neural SDE (VI),54.0,-0.8196920454502106,-0.05321434863123971,True
combined,transcritical,stationary,10,Latent Neural SDE (VI),70.0,-1.0556968748569489,-0.00718458409774915,True
combined,transcritical,stationary,10,Latent Neural SDE (VI),78.0,-1.5042840540409088,-0.01625200855193866,True
combined,transcritical,stationary,10,Moment OU,38.0,,,False
combined,transcritical,stationary,10,Moment OU,54.0,,,False
combined,transcritical,stationary,10,Moment OU,70.0,,,False
combined,transcritical,stationary,10,Moment OU,78.0,,,False
combined,transcritical,stationary,10,Neural SDE (Euler),38.0,,,False
combined,transcritical,stationary,10,Neural SDE (Euler),54.0,,,False
combined,transcritical,stationary,10,Neural SDE (Euler),70.0,,,False
combined,transcritical,stationary,10,Neural SDE (Euler),78.0,,,False
combined,transcritical,stationary,10,SINDy-STLSQ,38.0,,,False
combined,transcritical,stationary,10,SINDy-STLSQ,54.0,,,False
combined,transcritical,stationary,10,SINDy-STLSQ,70.0,,,False
combined,transcritical,stationary,10,SINDy-STLSQ,78.0,,,False
combined,transcritical,stationary,11,Bayesian SINDy (spike-slab),38.0,,,False
combined,transcritical,stationary,11,Bayesian SINDy (spike-slab),54.0,,,False
combined,transcritical,stationary,11,Bayesian SINDy (spike-slab),70.0,,,False
combined,transcritical,stationary,11,Bayesian SINDy (spike-slab),78.0,,,False
combined,transcritical,stationary,11,Kalman OU,38.0,0.0,-0.12145789477997204,True
combined,transcritical,stationary,11,Kalman OU,54.0,0.0,-0.12145789477997204,True
combined,transcritical,stationary,11,Kalman OU,70.0,0.0,-0.12145789477997204,True
combined,transcritical,stationary,11,Kalman OU,78.0,0.0,-0.12145789477997204,True
combined,transcritical,stationary,11,Latent Neural SDE (VI),38.0,0.349617600440979,0.014162197345792965,True
combined,transcritical,stationary,11,Latent Neural SDE (VI),54.0,0.37389856576919556,0.04197718640557205,True
combined,transcritical,stationary,11,Latent Neural SDE (VI),70.0,-0.2558896541595459,0.045055085969703965,True
combined,transcritical,stationary,11,Latent Neural SDE (VI),78.0,-0.6141339540481567,0.02489173593014122,True
combined,transcritical,stationary,11,Moment OU,38.0,,,False
combined,transcritical,stationary,11,Moment OU,54.0,,,False
combined,transcritical,stationary,11,Moment OU,70.0,,,False
combined,transcritical,stationary,11,Moment OU,78.0,,,False
combined,transcritical,stationary,11,Neural SDE (Euler),38.0,,,False
combined,transcritical,stationary,11,Neural SDE (Euler),54.0,,,False
combined,transcritical,stationary,11,Neural SDE (Euler),70.0,,,False
combined,transcritical,stationary,11,Neural SDE (Euler),78.0,,,False
combined,transcritical,stationary,11,SINDy-STLSQ,38.0,,,False
combined,transcritical,stationary,11,SINDy-STLSQ,54.0,,,False
combined,transcritical,stationary,11,SINDy-STLSQ,70.0,,,False
combined,transcritical,stationary,11,SINDy-STLSQ,78.0,,,False
combined,transcritical,stationary,12,Bayesian SINDy (spike-slab),38.0,0.2814384179086711,-0.015144571776996796,True
combined,transcritical,stationary,12,Bayesian SINDy (spike-slab),54.0,-0.445428565327062,0.020442462314788648,True
combined,transcritical,stationary,12,Bayesian SINDy (spike-slab),70.0,-1.3076834731475222,-0.01369938134797051,True
combined,transcritical,stationary,12,Bayesian SINDy (spike-slab),78.0,,,False
combined,transcritical,stationary,12,Kalman OU,38.0,2.7693673956613423,-0.14109769080906406,True
combined,transcritical,stationary,12,Kalman OU,54.0,0.0,-0.15135520874366154,True
combined,transcritical,stationary,12,Kalman OU,70.0,0.0,-0.15135520874366154,True
combined,transcritical,stationary,12,Kalman OU,78.0,0.0,-0.10453496270681664,True
combined,transcritical,stationary,12,Latent Neural SDE (VI),38.0,-0.25064945220947266,-0.0068797245300246945,True
combined,transcritical,stationary,12,Latent Neural SDE (VI),54.0,-1.2468371391296387,0.005134812685524237,True
combined,transcritical,stationary,12,Latent Neural SDE (VI),70.0,-1.0839886665344238,-0.011764150808859924,True
combined,transcritical,stationary,12,Latent Neural SDE (VI),78.0,-0.45966506004333496,-0.024010387786670688,True
combined,transcritical,stationary,12,Moment OU,38.0,,,False
combined,transcritical,stationary,12,Moment OU,54.0,,,False
combined,transcritical,stationary,12,Moment OU,70.0,,,False
combined,transcritical,stationary,12,Moment OU,78.0,,,False
combined,transcritical,stationary,12,Neural SDE (Euler),38.0,-0.0325549840927124,0.002656323810890149,True
combined,transcritical,stationary,12,Neural SDE (Euler),54.0,-1.1543623208999634,0.04004661148697795,True
combined,transcritical,stationary,12,Neural SDE (Euler),70.0,-1.4936736822128296,-0.002604759186556789,True
combined,transcritical,stationary,12,Neural SDE (Euler),78.0,,,False
combined,transcritical,stationary,12,SINDy-STLSQ,38.0,1.6191558628147702,-0.008260718618971999,True
combined,transcritical,stationary,12,SINDy-STLSQ,54.0,1.2492384680399575,0.0336504487228487,True
combined,transcritical,stationary,12,SINDy-STLSQ,70.0,0.39120817677309816,-0.006306379981594348,True
combined,transcritical,stationary,12,SINDy-STLSQ,78.0,,,False
combined,transcritical,stationary,13,Bayesian SINDy (spike-slab),38.0,,,False
combined,transcritical,stationary,13,Bayesian SINDy (spike-slab),54.0,-1.3442464767343127,0.03996619729298586,True
combined,transcritical,stationary,13,Bayesian SINDy (spike-slab),70.0,-0.9799146689873748,0.04534172225729984,True
combined,transcritical,stationary,13,Bayesian SINDy (spike-slab),78.0,-1.5639835414656902,-0.0014041527921020286,True
combined,transcritical,stationary,13,Kalman OU,38.0,-2.272667049049716,-0.056031351197563056,True
combined,transcritical,stationary,13,Kalman OU,54.0,-2.272667049049716,-0.056031351197563056,True
combined,transcritical,stationary,13,Kalman OU,70.0,-2.272667049049716,-0.056031351197563056,True
combined,transcritical,stationary,13,Kalman OU,78.0,-2.272667049049716,-0.056031351197563056,True
combined,transcritical,stationary,13,Latent Neural SDE (VI),38.0,-0.25189292430877686,0.03805028708036618,True
combined,transcritical,stationary,13,Latent Neural SDE (VI),54.0,-0.6463609933853149,0.06745400725495482,True
combined,transcritical,stationary,13,Latent Neural SDE (VI),70.0,-0.5334817171096802,0.08131321878035147,True
combined,transcritical,stationary,13,Latent Neural SDE (VI),78.0,0.1460798978805542,0.03290164728505684,True
combined,transcritical,stationary,13,Moment OU,38.0,,,False
combined,transcritical,stationary,13,Moment OU,54.0,,,False
combined,transcritical,stationary,13,Moment OU,70.0,,,False
combined,transcritical,stationary,13,Moment OU,78.0,,,False
combined,transcritical,stationary,13,Neural SDE (Euler),38.0,,,False
combined,transcritical,stationary,13,Neural SDE (Euler),54.0,-1.7859746515750885,0.042270314898758016,True
combined,transcritical,stationary,13,Neural SDE (Euler),70.0,-0.8903097212314606,0.15577869037919043,True
combined,transcritical,stationary,13,Neural SDE (Euler),78.0,-0.9291752874851227,-0.012897276158002131,True
combined,transcritical,stationary,13,SINDy-STLSQ,38.0,,,False
combined,transcritical,stationary,13,SINDy-STLSQ,54.0,-5.128051930425552,0.043147227725177026,True
combined,transcritical,stationary,13,SINDy-STLSQ,70.0,-4.205950069591465,0.043980749278440465,True
combined,transcritical,stationary,13,SINDy-STLSQ,78.0,-4.787012850327731,-0.00935917970393628,True
combined,transcritical,stationary,14,Bayesian SINDy (spike-slab),38.0,-0.39587173060136815,-0.008513968066152552,True
combined,transcritical,stationary,14,Bayesian SINDy (spike-slab),54.0,,,False
combined,transcritical,stationary,14,Bayesian SINDy (spike-slab),70.0,-0.6779716958185265,-0.000760471669377108,True
combined,transcritical,stationary,14,Bayesian SINDy (spike-slab),78.0,-0.08678592759733039,0.008873375653766141,True
combined,transcritical,stationary,14,Kalman OU,38.0,0.0,0.0,True
combined,transcritical,stationary,14,Kalman OU,54.0,1.4669684264551612,0.09927540208523368,True
combined,transcritical,stationary,14,Kalman OU,70.0,0.0,0.0,True
combined,transcritical,stationary,14,Kalman OU,78.0,0.0,0.0,True
combined,transcritical,stationary,14,Latent Neural SDE (VI),38.0,-0.6568204164505005,-0.020599731674197,True
combined,transcritical,stationary,14,Latent Neural SDE (VI),54.0,0.6322842240333557,-0.03499449767673944,True
combined,transcritical,stationary,14,Latent Neural SDE (VI),70.0,-1.5145796537399292,-0.029266230373874096,True
combined,transcritical,stationary,14,Latent Neural SDE (VI),78.0,0.10563802719116211,-0.04852153356133908,True
combined,transcritical,stationary,14,Moment OU,38.0,,,False
combined,transcritical,stationary,14,Moment OU,54.0,,,False
combined,transcritical,stationary,14,Moment OU,70.0,,,False
combined,transcritical,stationary,14,Moment OU,78.0,,,False
combined,transcritical,stationary,14,Neural SDE (Euler),38.0,-1.3967952728271484,-0.020176199449697063,True
combined,transcritical,stationary,14,Neural SDE (Euler),54.0,,,False
combined,transcritical,stationary,14,Neural SDE (Euler),70.0,-1.9735076427459717,-0.032658311958599584,True
combined,transcritical,stationary,14,Neural SDE (Euler),78.0,0.11681872606277466,-0.044849265607903435,True
combined,transcritical,stationary,14,SINDy-STLSQ,38.0,0.8994579197307471,-0.0069143839741611784,True
combined,transcritical,stationary,14,SINDy-STLSQ,54.0,,,False
combined,transcritical,stationary,14,SINDy-STLSQ,70.0,-0.4683034785073614,0.0043095290345874365,True
combined,transcritical,stationary,14,SINDy-STLSQ,78.0,1.4597889060065208,0.017686374176264896,True
combined,transcritical,stationary,15,Bayesian SINDy (spike-slab),38.0,-0.5395047317051174,0.02175789646702389,True
combined,transcritical,stationary,15,Bayesian SINDy (spike-slab),54.0,0.34124952347265314,0.05145747283816857,True
combined,transcritical,stationary,15,Bayesian SINDy (spike-slab),70.0,0.8734096143609823,0.008970282775288739,True
combined,transcritical,stationary,15,Bayesian SINDy (spike-slab),78.0,1.0082055905173917,0.021381021233653832,True
combined,transcritical,stationary,15,Kalman OU,38.0,0.0,0.0,True
combined,transcritical,stationary,15,Kalman OU,54.0,0.0,0.0,True
combined,transcritical,stationary,15,Kalman OU,70.0,1.6900414615841166,0.05923719025638663,True
combined,transcritical,stationary,15,Kalman OU,78.0,2.0434178341885856,0.09792072210721443,True
combined,transcritical,stationary,15,Latent Neural SDE (VI),38.0,0.2716132402420044,-0.0035447922648505145,True
combined,transcritical,stationary,15,Latent Neural SDE (VI),54.0,-0.18111610412597656,0.04104271399512687,True
combined,transcritical,stationary,15,Latent Neural SDE (VI),70.0,0.927831768989563,0.005509555650988408,True
combined,transcritical,stationary,15,Latent Neural SDE (VI),78.0,0.8742421865463257,0.013777538701881677,True
combined,transcritical,stationary,15,Moment OU,38.0,,,False
combined,transcritical,stationary,15,Moment OU,54.0,,,False
combined,transcritical,stationary,15,Moment OU,70.0,,,False
combined,transcritical,stationary,15,Moment OU,78.0,,,False
combined,transcritical,stationary,15,Neural SDE (Euler),38.0,0.47339415550231934,0.00033960584390395343,True
combined,transcritical,stationary,15,Neural SDE (Euler),54.0,-0.19730019569396973,0.05406395324456784,True
combined,transcritical,stationary,15,Neural SDE (Euler),70.0,-0.4942185878753662,-0.020785372747432706,True
combined,transcritical,stationary,15,Neural SDE (Euler),78.0,0.9044772982597351,0.00770204454867577,True
combined,transcritical,stationary,15,SINDy-STLSQ,38.0,-0.7134181971389029,0.02182295038858889,True
combined,transcritical,stationary,15,SINDy-STLSQ,54.0,0.10458934943399134,0.053716444731598374,True
combined,transcritical,stationary,15,SINDy-STLSQ,70.0,0.30015498023477183,0.01149745994894557,True
combined,transcritical,stationary,15,SINDy-STLSQ,78.0,0.8520425093115225,0.01851517420192776,True
combined,transcritical,stationary,16,Bayesian SINDy (spike-slab),38.0,,,False
combined,transcritical,stationary,16,Bayesian SINDy (spike-slab),54.0,,,False
combined,transcritical,stationary,16,Bayesian SINDy (spike-slab),70.0,,,False
combined,transcritical,stationary,16,Bayesian SINDy (spike-slab),78.0,,,False
combined,transcritical,stationary,16,Kalman OU,38.0,0.913722584425168,-0.040459221382853384,True
combined,transcritical,stationary,16,Kalman OU,54.0,-1.9666493996811403,-0.0683526980111056,True
combined,transcritical,stationary,16,Kalman OU,70.0,-1.9666493996811403,-0.0683526980111056,True
combined,transcritical,stationary,16,Kalman OU,78.0,0.026794670061746295,0.027025550223542236,True
combined,transcritical,stationary,16,Latent Neural SDE (VI),38.0,0.5035262852907181,0.004698696028596669,True
combined,transcritical,stationary,16,Latent Neural SDE (VI),54.0,-0.5772805213928223,0.004508700412308497,True
combined,transcritical,stationary,16,Latent Neural SDE (VI),70.0,-1.1257725954055786,0.0053019863408793055,True
combined,transcritical,stationary,16,Latent Neural SDE (VI),78.0,-0.056394755840301514,0.038396186870133825,True
combined,transcritical,stationary,16,Moment OU,38.0,,,False
combined,transcritical,stationary,16,Moment OU,54.0,,,False
combined,transcritical,stationary,16,Moment OU,70.0,,,False
combined,transcritical,stationary,16,Moment OU,78.0,,,False
combined,transcritical,stationary,16,Neural SDE (Euler),38.0,,,False
combined,transcritical,stationary,16,Neural SDE (Euler),54.0,,,False
combined,transcritical,stationary,16,Neural SDE (Euler),70.0,,,False
combined,transcritical,stationary,16,Neural SDE (Euler),78.0,,,False
combined,transcritical,stationary,16,SINDy-STLSQ,38.0,,,False
combined,transcritical,stationary,16,SINDy-STLSQ,54.0,,,False
combined,transcritical,stationary,16,SINDy-STLSQ,70.0,,,False
combined,transcritical,stationary,16,SINDy-STLSQ,78.0,,,False
combined,transcritical,stationary,17,Bayesian SINDy (spike-slab),38.0,,,False
combined,transcritical,stationary,17,Bayesian SINDy (spike-slab),54.0,,,False
combined,transcritical,stationary,17,Bayesian SINDy (spike-slab),70.0,,,False
combined,transcritical,stationary,17,Bayesian SINDy (spike-slab),78.0,,,False
combined,transcritical,stationary,17,Kalman OU,38.0,-2.3527980318370147,-0.09587549957782417,True
combined,transcritical,stationary,17,Kalman OU,54.0,-2.3527980318370147,-0.09587549957782417,True
combined,transcritical,stationary,17,Kalman OU,70.0,-2.3527980318370147,-0.09587549957782417,True
combined,transcritical,stationary,17,Kalman OU,78.0,-2.3527980318370147,0.008861893128047624,True
combined,transcritical,stationary,17,Latent Neural SDE (VI),38.0,-0.9990633428096771,-0.05241298866163112,True
combined,transcritical,stationary,17,Latent Neural SDE (VI),54.0,-1.3859435021877289,0.00725978804675706,True
combined,transcritical,stationary,17,Latent Neural SDE (VI),70.0,-2.449410527944565,-0.016481706240345874,True
combined,transcritical,stationary,17,Latent Neural SDE (VI),78.0,-2.9139581620693207,-0.0026638189544246765,True
combined,transcritical,stationary,17,Moment OU,38.0,,,False
combined,transcritical,stationary,17,Moment OU,54.0,,,False
combined,transcritical,stationary,17,Moment OU,70.0,,,False
combined,transcritical,stationary,17,Moment OU,78.0,,,False
combined,transcritical,stationary,17,Neural SDE (Euler),38.0,,,False
combined,transcritical,stationary,17,Neural SDE (Euler),54.0,,,False
combined,transcritical,stationary,17,Neural SDE (Euler),70.0,,,False
combined,transcritical,stationary,17,Neural SDE (Euler),78.0,,,False
combined,transcritical,stationary,17,SINDy-STLSQ,38.0,,,False
combined,transcritical,stationary,17,SINDy-STLSQ,54.0,,,False
combined,transcritical,stationary,17,SINDy-STLSQ,70.0,,,False
combined,transcritical,stationary,17,SINDy-STLSQ,78.0,,,False
combined,transcritical,stationary,18,Bayesian SINDy (spike-slab),38.0,-0.33686820390522865,-0.00557070022407978,True
combined,transcritical,stationary,18,Bayesian SINDy (spike-slab),54.0,,,False
combined,transcritical,stationary,18,Bayesian SINDy (spike-slab),70.0,1.6951547665272257,-0.019028789416944303,True
combined,transcritical,stationary,18,Bayesian SINDy (spike-slab),78.0,0.9235880488892123,-0.029116832879486264,True
combined,transcritical,stationary,18,Kalman OU,38.0,1.4929599634672333,0.1402427603326318,True
